seed,round,pre_hash,post_hash
752,11,6201422810975361038,1069375803455694222
752,12,15989103580012319392,1792953622444558351
752,13,3499167733307619529,11281979423055104646
752,14,744662271775766343,3625999027336735795
752,15,7445879540294496137,9851234854340882934
752,16,16977396613521485960,504195367294658284
752,17,16109222260837423578,16651517480107484745
752,18,661819835272197377,15780251453192135258
752,19,4031302889040772072,9067802129148054799
752,20,5762501667724141504,15401311911146203171
752,21,5149223521092818924,12220534825508674603
752,22,14794915936102234059,227746585385619055
752,23,7189187427400366,1885585853232505437
752,24,7687321531430136845,14881619542111300325
752,25,15168949253628980459,10142144748672718528
752,26,13195382152961544863,5045897017497487328
752,27,13885812499550090575,4516994656667936318
752,28,16286073555449209982,7406108918746512488
752,29,7649239592912480881,8603121526060372804
752,30,9996566145022803546,6222887154503319275
752,31,9976388779149595803,6969601997910105037
752,32,11515370492968280053,6125508351065204209
752,33,1014410300604450068,9299814448246717557
752,34,4272184809107508438,1363269960897031609
752,35,3475174089174984067,12005506556339237404
752,36,10265982060817007165,16736750860323249213
752,37,1517057181041318618,6601515208010394511
752,38,9534556999156796862,10897756806106111242
752,39,6874617710415579805,9557142121386176517
752,40,9942285566649824550,712456818263508467
752,41,2519479426041732443,3499554829997073139
752,42,8499791253558254094,8352492032495955745
752,43,5819945125056406695,9012572589072684459
753,1,16081128821851319585,15099717756948347788
753,2,11428433608996356819,2923907581222249542
753,3,10368622153797680896,4065476591884503145
753,4,17462257341149956141,902658351286390518
753,5,16594274110292691270,16424291338219787514
753,6,3979350408799859515,5378427273904191605
753,7,8563869710051490426,5338174388442773155
753,8,9324145915109118648,1522184280025577794
753,9,7814111785511810162,7468163498788367270
753,10,7428775348757954415,1334809368250884912
753,11,2823000708464106444,1204076304942694508
753,12,14527219086596587493,11463826383080839494
753,13,650185375532889267,14359758433672019991
753,14,7046997650100383177,3167034649845364720
753,15,1585652818941300543,10263884070657162416
753,16,476850488321347917,18189388668286073064
753,17,1992170311988655923,15760787386874247640
753,18,13219437783012002607,11002917719585122881
753,19,15673765777384976491,10587915870193047596
753,20,11119397141689636010,18222940178473198220
753,21,10547017182127477506,7868103674011084693
753,22,1581847073498056275,2921018425238708663
753,23,998555302250907886,11052196640704379986
753,24,8460163750026892778,713557408496073077
753,25,7449884031507977445,9453436325526716624
753,26,6839427838004122847,3360097493165584574
753,27,16063079685691611035,16360747944589439219
753,28,15955522070303595114,18235222157043150077
753,29,7487651735945027536,3179039946634283618
753,30,4406540863578467723,12521428812291057053
753,31,4230397960594022706,12333190205727160895
753,32,16634868697228354155,778142356619058708
753,33,7003017576360369221,1821519266242390179
753,34,13142065151014381253,2648960613209495079
753,35,15201150449172354849,9874508717766307745
753,36,5040102043724046302,2085519841011298421
753,37,18188092725210291516,9176172976099513545
753,38,5511690307721632984,9455661785340506624
753,39,7961519263974102595,5189030422371576184
753,40,159949695119403264,16019795155556661964
753,41,7841130101377448015,1875773808818687504
753,42,11965103909890925810,12101019286113666677
753,43,8561332839765525165,18428771123531560098
754,1,1594511537213362562,2579976237444744258
754,2,3929819190125995615,5091413797572507786
754,3,7722358597621483307,14873106627503383208
754,4,15920668908716505884,7162693409290819116
754,5,5577208963411809277,14441574382512931617
754,6,1361633266807801812,6448967825853329732
754,7,5544697395035415248,7558124124527238383
754,8,9500498053979922936,9419324654728420544
754,9,12267358253388962599,6135259560872715360
754,10,2621062727675311464,15145716555744007137
754,11,2214115076133070885,8516606437342365570
754,12,6750922559425959537,3740476202583749731
754,13,7348348697377226258,3040551671936919182
754,14,10675248910405917202,1510428244852762738
754,15,11840105385107703908,14855816720757024558
754,16,1535601473158114379,10599102624937502885
754,17,8189535945965199555,1979528123766929057
754,18,12961947191672967827,505240845188937350
754,19,1739598459102840483,9317825584614756561
754,20,4844327280939354121,11800725576565415168
754,21,12070421141825747243,10084225250197407112
754,22,17069637674264031651,3254281399540340851
754,23,6193412943143455323,11423193793546347003
754,24,12602581688507726897,1177964378288750598
754,25,4791050012704185050,16312201536180207319
754,26,9556054054158305676,10229340505469185244
754,27,10465569766473378111,15546413048800820159
754,28,5066818878993019649,11424794149797479886
754,29,9768957894474807301,17645303388984674144
754,30,16160119862434531808,10333121787367342872
754,31,12282633528238342584,4442381558631275458
754,32,12086138526541256824,12647446235639807440
754,33,14286279605512760068,7909457743881955182
754,34,2255740098150170601,15266046153656571755
754,35,3019235152336659645,12641051875445671979
754,36,1976973798161967542,9711661842581606396
754,37,6521255436515744682,6105166793439668468
754,38,14536257793539502717,8451475195577193127
754,39,11842184559840978369,7213998124778471782
754,40,901194583860576959,11703980222776464239
754,41,10528476055830739125,1418783222423337457
754,42,15226717845853689756,1085135733885715928
755,1,1723541023835978797,8323020799745912083
755,2,7501987528960909315,6636929975171810775
755,3,12393285546185100639,14073968561919182435
755,4,4253176634189287279,13199572490970211831
755,5,13237688803508906837,976045584697394472
755,6,10492159733618461249,16729411831358907247
755,7,14277147421347729386,2343259858725659918
755,8,6125699347052020393,5906239455593793270
755,9,17329859938980462339,10899306027839561681
755,10,8481018448900601514,18399449155120840888
755,11,6218139255563830930,14221194790116136230
755,12,17203425643807827525,4010576313794048647
755,13,10172603236934950577,10371275567842951996
755,14,138304074446933127,5387019529106134724
755,15,15545304363710767763,9695855389124468439
755,16,12354838721022928437,11447960681200686023
755,17,4134283296837596598,10199729850453588356
755,18,2482922201171549023,5199320683134608349
755,19,5678728403306883884,3270830479474525763
755,20,9711912752494756954,1042977708886037160
755,21,10051500034707097960,4662827283513471817
755,22,3066557156048961330,11563867829560149690
755,23,15000792326910434929,7229353261526198854
755,24,10287779797158679359,990256568351946902
755,25,427249336848202336,1840253670791964145
755,26,9357585785893023131,9284652779835049874
755,27,9373644296681938151,15862950805254536548
755,28,5120162855365135978,18001614361595730514
755,29,5726992862459579148,1522021298524607979
755,30,3213515768802445408,12914901743106045478
755,31,17651353589555146665,11327943815281787282
755,32,13532082359335847571,5188358493772299973
755,33,1036537129215966586,17290518451176595766
755,34,17067754674050756187,16274464035205598191
755,35,13735615425296846852,10328887731673196249
755,36,1358810518919925705,15123525485169535258
755,37,13484473088764366835,7206807242093363671
755,38,9822582621293091066,5608535018437378753
755,39,3881550411545683535,4910508309781399668
755,40,7495536401017499978,5055247411624308569
755,41,7141940941023762086,11582247487357797883
756,1,2131893324333171502,9262797105909798592
756,2,11145452415019372406,1656239835397794132
756,3,10933679344885461921,16909879112310376242
756,4,3312380404177701676,2030642453496399995
756,5,11615581949200247693,6733922304628762303
756,6,14169156728101638611,4441396306723036269
756,7,9205142046091481730,14475529848651501650
756,8,14906693301606996519,4878617327676981341
756,9,11663939167864565783,16987405969118329094
756,10,872237037334309225,7568892839464253233
756,11,12735059261955201038,12038705343713330966
756,12,3951877950421977337,16813190215707704433
756,13,16549728039168154776,6315732581042872303
756,14,5748344927121831542,9568202599325729999
756,15,14258501508288314210,17820759592274150858
756,16,4189946121397953353,17243032805574547110
756,17,3544661325908480243,140456371465178543
756,18,9086634847959598314,11537565975878545863
756,19,2781558041846839967,8936861722197062054
756,20,7350577228156293722,18393559707216545840
756,21,6671865227458222410,11236912220522331927
756,22,16886680043505682732,7921498587106753205
756,23,132491919559755705,8247191024091247625
756,24,7257786528132618074,10720414706804818582
756,25,13547674266325227323,8956236119223389732
756,26,15331470632605236319,5417904741452392567
756,27,18043723827751954569,14308269481777396050
756,28,14533931756944855229,77695474226239897
756,29,14621680577776295537,3809637552638542074
756,30,17252812433931479873,10694326698143440058
756,31,15416316366750187062,14905985715309971715
756,32,17718957086291025361,9890685281389088728
756,33,8663016556386210452,1158133727295902575
756,34,10821417298423272335,10890853675707780023
756,35,18272304127098530793,7910856266690538527
756,36,10469514102913562406,11765048030657560474
756,37,10766341216752443370,1410165391023795002
756,38,15387512485897914833,12606537566501802508
756,39,10451837384800107453,5104026112549772214
756,40,6981432307284824160,13948467010421008300
756,41,7545051011202807826,17647216229764834297
756,42,14062247073333033186,13426872983517134726
757,1,3971016978374727530,9109630040819938032
757,2,981727184712182106,17550505507603818828
757,3,12371700852226971098,11140226483226654531
757,4,2591778356553512094,11450326792642690196
757,5,14196266043578116202,7534743711363565571
757,6,15230425443009902601,18217152742375085136
757,7,10539318710204663422,8557253207152446595
757,8,4811937181796454750,15328021552705422183
757,9,549027022523275230,10459467253583801466
757,10,1269743631194768486,13174608893989240344
757,11,9398534251597023322,11474973438147051330
757,12,14399029573501200958,17538436824254298437
757,13,10581545405743766561,15181281071663844230
757,14,6474228793430447060,10243842650916921607
757,15,14233444306838604728,7035701953862557283
757,16,14831500889664149621,5100594616876100097
757,17,4008820095326555432,6741154057660460172
757,18,17594497592703458322,9776194502064120962
757,19,12970074252372087760,839682755151587302
757,20,15876772927498523384,15067103076954640299
757,21,17569043044111937318,7459969575926123062
757,22,10854523688150309913,16685499897639814816
757,23,18188476617100360956,1370225889940114888
757,24,3284953642072516731,7136711525117141675
757,25,8560473930392007208,15769006664042036676
757,26,4416303692451124076,12769650617319066021
757,27,6667255587903901580,9756935766165198424
757,28,6169115720882139628,15852536796483055008
757,29,15774099673400657895,7137331330747678385
757,30,12785309597336986426,15167491266807531639
757,31,11727747974946691985,841343426816348650
757,32,8947692119980814974,4067726295500041503
757,33,10873650927653805681,9279087266157816259
757,34,15269861648007350909,9946447795397896510
757,35,4727710939443294081,3704808593079976179
757,36,16796302810766680261,14884754870421310389
757,37,4521647641828654118,13483583502924187899
757,38,3150686101793582393,16290305423520640500
757,39,7110282477937269338,16288761068722189420
757,40,5094504620105870316,9144692043499797858
757,41,14676274060822503600,6676977602939172657
757,42,11359607611528226757,2108457276371869837
757,43,6170535956681997939,7520937134172575477
757,44,5857515051110253071,9058329752508089921
758,1,16595335912115636164,9219932263115160977
758,2,18142859429680379882,2621321793893810091
758,3,14098855933135794433,12394840674743686033
758,4,4550766043502927415,4460550862452294059
758,5,12328421695914985104,11701009850973706499
758,6,3826071208846188671,16426023823236327429
758,7,12160449025060411842,1130602125052291648
758,8,7879549615425586570,14801794935105350666
758,9,10446311295637947554,6676022672534167194
758,10,16364975623928765431,14571133633122386645
758,11,9325302340927952910,16232099185274706220
758,12,659132793826421481,17698839587928010517
758,13,7072404908142024283,11368285739631490603
758,14,41739157910994111,17257307456869538154
758,15,13324940495003036053,17533505126762200347
758,16,17931224725451601535,8270444238387189257
758,17,13108265996381840747,13578180474493297025
758,18,12886948587202396992,11691719224364737791
758,19,493251473416338123,3766739090776486615
758,20,11613725247188961948,17631507540944256959
758,21,13789987151351039109,14260898780045805161
758,22,12390005233326685206,18361612878687150464
758,23,15675639930621831725,216674450882045328
758,24,876137493398498501,10660668991058042950
758,25,4291046243597862401,2917591021861542855
758,26,5523063805280609700,13775168272480250958
758,27,10968964140166627209,11575001434346177426
758,28,16783577567023639183,11850248694208219178
758,29,7078564477291225213,18232150639313309741
758,30,13193499888062135793,11848849599399105655
758,31,13400168182214862531,15818983583234880631
758,32,12210947032189530273,15699319679626957599
758,33,15926352822686966060,9905972671264522788
758,34,11899239326240077362,10563383627181855298
758,35,17130039887071960741,1307599887954325191
758,36,680490928529739898,6987109877419853915
758,37,18259584985309669864,118539123393950993
758,38,16727541053770214218,6208524110956564445
758,39,5535136705405910194,13202273623395984186
758,40,15758591617875328336,7623560840348495302
758,41,450377979186971996,9412060693638721422
758,42,774894214763290543,1591024538848232138
758,43,7667358484526142392,11277114631607965322
758,44,4313780823069054004,7354773378285215183
759,1,8901597209039216070,14978126728285730637
759,2,1013779228155727430,12111889859442030733
759,3,10428874686375539600,10468644022115595085
759,4,17166438097002801637,17645420289351148946
759,5,643193037070106091,15858177565167412628
759,6,9148966309031352310,3814095774843090415
759,7,11834098227884492718,7122507473505305846
759,8,13145912474015757436,3684137828799924849
759,9,6523928990208334311,16178257484238352113
759,10,15332550870571359324,12677733566379527168
759,11,4139937016616603755,11206039001502687469
759,12,13548247096998616540,2784147916727810426
759,13,15674323584361264660,3301605158723060596
759,14,12897525821660165532,15739778468190513221
759,15,3519967038204941734,7950712951957979617
759,16,11949751896180611445,13266021957282082876
759,17,18013199770992026049,9903637596675327715
759,18,3241640889157285833,7575681066391934363
759,19,12233714132875617802,1038796761386925080
759,20,11490120983396700037,13426162377128031059
759,21,8202090828010267489,12761215382901138622
759,22,17291529177757276360,13802963813047966240
759,23,4346551669090151503,7481794714968982768
759,24,10685328013104092800,5470644762289378571
759,25,17580819884557563574,15279914626498018019
759,26,16646316984350297222,18342796692174138082
759,27,13229859316777850300,4368790418119438847
759,28,6372986694592524079,7962131801049550013
759,29,6521644617985857433,7938389868568957588
759,30,17637790418964154717,11052364638690520880
759,31,7172526832025468627,12112098652585779477
759,32,8056743596665479921,11115307271263455075
759,33,14680830223184087202,13860563810640312512
759,34,5216154170797872931,1807424292601688944
759,35,2569462077798203330,9060988809995247404
759,36,17229478560371967851,18192682556186417831
759,37,5296022433248041648,7872150635063625090
759,38,8989750066809897512,17527694488939833381
759,39,9573135664450485138,11693670003392086413
759,40,9037699713453506322,15566972694246887651
759,41,13546119830329812475,5883950748756022754
759,42,6709766830819835971,2122690978214260888
760,1,7880320367995463890,14879236733126434911
760,2,9276319559956486006,7042120163070837942
760,3,12365277378722617384,6388856653353033397
760,4,2490170736189462094,3574245531875243708
760,5,3636249744316584670,2506417565957456860
760,6,6317330855260935296,15404962228727042093
760,7,3100990646242643588,13386353329138063454
760,8,3325658252042476733,1426770559178654937
760,9,11057274113686092946,7994580364316009131
760,10,18163262157625389602,2744905013286087479
760,11,9327150023792928601,13183148549651753119
760,12,6318690782152700750,707871823999361460
760,13,15142950528597603356,3923113436017949098
760,14,7062310880201500631,4535923367480879624
760,15,1289922176191275410,15994630552693258942
760,16,15949472104936250287,16998278774486691129
760,17,15064862779509572134,10593046116356013167
760,18,6773902834057862077,17473342557231870497
760,19,3642309102926693487,13937225043507822346
760,20,6886271173916555903,3823290360636759169
760,21,12440268014213974456,5995581749639263396
760,22,14179010883994480771,2054318356403112450
760,23,17411417170627615067,2948054785814174731
760,24,8696641688509613249,3893474955477606723
760,25,7186085525170689458,18248106792049218776
760,26,5811579275509165650,8316408297769626484
760,27,12577746609016825057,12917149013800185506
760,28,3723503624584379932,2130890995909508448
760,29,13822021082107751270,10756666447307008247
760,30,17767300572888967628,17748399992095132519
760,31,936796104085640809,5654569499745180908
760,32,1400220049555039607,7518878121732197121
760,33,8475444270539944655,18127251591815010067
760,34,9243983046479153533,15783693177159675465
760,35,11308192178927755418,11606988457981801055
760,36,7436111124277512924,10841972326813026108
760,37,18095534584049614951,11817202863714750591
760,38,12791834016991999823,13587886731820186701
760,39,7090078735463546026,10230070520063071386
760,40,10310746863219541386,16526767241231612304
760,41,4944168299695922622,5708082991195909987
760,42,12456673846172937505,3308180699636463282
760,43,3244391270896498723,11570843822366031867
760,44,9255498881828850803,17281486191942074384
760,45,18118854638653951721,12377788760349478094
761,1,12384250742088827828,5002486630580439991
761,2,18169053288882362586,11029069704403563569
761,3,15682694292855954117,6584330450201416390
761,4,15236803078686649676,6232813910834232474
761,5,1372314929655362454,9430608280980145156
761,6,15028245428323232160,7053668876678428402
761,7,10322425086456016504,11614246991309942196
761,8,6717020119148764970,2614509699531236825
761,9,3281950992472209109,2857518896601801760
761,10,7022514829523836532,6483230631491886954
761,11,8841403573475893485,6372046936611053602
761,12,4414807887468962779,4908317551797348546
761,13,17902500447027519444,9112611920953033889
761,14,12264020602643810956,17506525626852337632
761,15,14984051699065011712,15901191425145143429
761,16,946091781312877923,15449411943829282202
761,17,2158965070784521781,5495585793522930646
761,18,1439673137782798982,14928028565917681139
761,19,7490236407061168739,18084026858699475130
761,20,13240429140035464118,15388708588589667929
761,21,8926065068954713213,14231873905332238865
761,22,5828682826075960167,7196110351183867402
761,23,8143836134442017780,6359157449687061825
761,24,4611679604257540141,5348918652421202042
761,25,17358302052142912019,10310762064597317137
761,26,9024719975067692917,9660244553063638591
761,27,14687372597662406022,5136082387622200990
761,28,2000313621881092372,13073402620560033999
761,29,2373881126985136898,15619385493016912709
761,30,4274264046282757894,15296411990596536527
761,31,14814891284589271762,4588062844287019065
761,32,8390255462819531247,3363528717258536209
761,33,6238268847343803478,6535119797085730501
761,34,4220408398913255087,10400116357145451626
761,35,692006442155905961,17367137280280924751
761,36,16894297492943482229,16955076294057416541
761,37,12209044089450338601,6018872028072554939
761,38,1374402338927234813,17047882495539422989
761,39,16436342492083958755,6555552364489669155
761,40,460495293141778055,7481788295009680649
761,41,16327035860923390870,17800878469798931617
761,42,1114479671753976991,6570513357544711494
761,43,6307442115225958571,15054198466012067679
762,1,12160694603790886446,9199125141743540354
762,2,16035307405890169994,8692951446764732133
762,3,4055525671483030613,3676331549252025714
762,4,5680139422737633349,14878499378794314738
762,5,16057973871945790088,13348538560830604342
762,6,13709246743508887105,15098154184156197414
762,7,14895862153738241318,15133152620744426166
762,8,10945502375696847970,18058526828903656987
762,9,14764144896953591781,5814399614909547806
762,10,14694120780869118431,8954233877713635637
762,11,11790643507085777806,2222154515972284081
762,12,8959209636038097085,3825339452729590945
762,13,16007686502240608518,13050332174769540571
762,14,9622900875046611568,3045506816235306487
762,15,7713537225907057948,6137191755073055251
762,16,10470693035464506204,117587061920049041
762,17,7036504668513869535,2204399848096491722
762,18,40249526663422158,2205880671826351520
762,19,15537546908858626184,3629223371309628231
762,20,7586499513080220351,18349027319228648243
762,21,552350991289066188,17840212136244958425
762,22,3492762533954569718,4411531280858864168
762,23,2134995379348596723,8458215782582755036
762,24,5582183372473271146,2262922329773058189
762,25,6705604643467427525,4492322129553393951
762,26,17777262228071482526,7084903660947145125
762,27,15637945651960932303,17373439572736727750
762,28,18184489943809296787,414546549968269142
762,29,10025003589932382452,1019177272222776240
762,30,196727462959876069,7406849201158134595
762,31,1614515126103054267,15893711077443292290
762,32,2204553458507045022,2439665482340607632
762,33,14955122324823380411,15938785566632267114
762,34,11947354078933067294,16793193314553103787
762,35,9267395198966144293,10899970424451626464
762,36,3666289541857088002,5189538095750558445
762,37,16419921538763186705,17345732861780425089
762,38,7629732755149202821,2248193310270899041
762,39,1263907332144808137,12592747688263176922
762,40,11395593089269737142,15953017358389722131
762,41,10376871443053233285,8237561372701813307
762,42,10218170372242704892,16456503408093235637
762,43,15818989065924396252,2304498602442702958
762,44,1884109629771338913,16884614843926248651
762,45,17666358582008106934,8495947199695304001
763,1,11245379567894002441,10581413312143337288
763,2,551817250293529629,7816841066287019813
763,3,2117675723262766971,17004319211937894523
763,4,3209752422332508238,89792631759870015
763,5,11388668936696822830,9868916810522875641
763,6,16412300623916536463,15775307855063078990
763,7,11716298218537365103,11057213328116489541
763,8,6053454658389198085,4004705659007223509
763,9,10343938756197212400,12294853169173753263
763,10,11091078011509250633,51765551328995447
763,11,7554450005038965659,163396010354839018
763,12,2765502480257075047,17893175899164410691
763,13,7274383262080662009,15007773318839860704
763,14,7818037524167154044,5584606488667729532
763,15,1831902735028902750,7938926358237547330
763,16,12739942769354292797,9211400422351641149
763,17,15446077723783400199,8819938422838488006
763,18,2759512641865000815,9191979519644315572
763,19,3108894229704603059,9558442187907180265
763,20,5009410195199012741,3103313225445643168
763,21,10347663444168518025,9402336446935757197
763,22,1446016728632006382,6149009744120964921
763,23,14223558457033610612,463860547329420184
763,24,16153254158835527806,13340779983739246885
763,25,3966704807394983242,8378138337192002363
763,26,12664066446603117874,12923054286367707956
763,27,11778503150950799265,841153451513138472
763,28,6157942865439579503,17340077203279520365
763,29,14372570105737275657,1253817017820577355
763,30,7426301547802565819,11736455871797001746
763,31,11616261157155874353,6914709422416923755
763,32,206247425733971340,10645031713619809695
763,33,2884999890196653282,13961195135779344868
763,34,14264094059145566990,12922013931231680878
763,35,7384997730251265068,16757935637729716039
763,36,15410736424602768468,13803820719624823678
763,37,9845286079984456840,8771139890218479571
763,38,13130107681424151072,1157099589016373237
763,39,15404187144450214656,14444893973431322343
763,40,11813614672633754761,17201226596902646881
763,41,14769850158207846836,12810453751484020619
763,42,8184041835499116414,3906448934431313512
763,43,12158307334496739783,691510799519992590
764,1,3040683584468439335,5477308130098425587
764,2,239954298019918160,9102545217114042495
764,3,2494500297686474262,7781751864982032905
764,4,12403105327838788435,16029870076990748913
764,5,15423263556477664066,2139492426807942253
764,6,3360806214637655104,16717629346640711019
764,7,11046519396198885016,4405112256617533046
764,8,17476656366090592991,3364480054051849631
764,9,13252463787606941627,3199435182031329642
764,10,3503617934692258542,4005702791190134537
764,11,876446447652551660,6435828174074475200
764,12,18331430932110529341,8423146965725750140
764,13,6364582640759840479,16195034105141552116
764,14,6131558466327181368,1683507533403463812
764,15,13264781510847865246,12448331633313048844
764,16,11039811554852682138,3885699440506370057
764,17,6271835839360322345,13344794196410498849
764,18,76623749537003737,6038626861451476188
764,19,1871083024790514668,14820182496315874627
764,20,424865916413429539,15960950910809131262
764,21,4127702883861634160,3345366131748566488
764,22,13667001339401133446,3568177317305112730
764,23,12917272936854318658,11208695212137087141
764,24,18134892239883692270,10308727337629311470
764,25,9480019479662392204,7459132865790745786
764,26,14332443839258791778,10177259974439323794
764,27,12114651086262389470,986810349993624396
764,28,5601634432680491000,3032406578835211302
764,29,14535145002195312418,2685130583856486192
764,30,11819998382084537059,18422389353303700134
764,31,8668350618324137848,5023472655883297076
764,32,18069591832981888016,7847048976628912338
764,33,2038804673949823407,17272027639898670156
764,34,18348541898479459076,3868754174635270623
764,35,16101501289934649358,626750062489881478
764,36,9571965884586487976,3705708196711053066
764,37,7932939665461105533,8454556587375682851
764,38,16558416412010922129,5299958154788644326
764,39,14944441190843944286,16025950335062919619
764,40,13861143522542718678,6252059200744579664
764,41,18225155494328491810,8594998878655900985
764,42,6454625668808087669,16074402014540852094
764,43,3671015955190265272,3207355853863042834
765,1,7611367507027378432,16685009093569813535
765,2,7257854472801890913,2768999563819071328
765,3,11656814787698832463,12247234197781034312
765,4,13369012462922891040,7098935646762121808
765,5,16427028264385361894,3974871645827616706
765,6,1588167504476497857,16953780645087972429
765,7,8342783876349596412,933009498860642550
765,8,11872913834215228584,15589944350386201914
765,9,13264728995944577780,15009796333907916275
765,10,2686671523965881270,1835885533928257059
765,11,7352866995373816612,2751779621784419526
765,12,9057373901315288899,8196912715750108489
765,13,17577612665293854307,15656730294745987354
765,14,3140223495191520515,2216470605368749439
765,15,2919336921364527045,472908856941185311
765,16,6947843556562219557,3689515229784048013
765,17,1163944429082984638,5845522463569104563
765,18,15594041129875090634,12057674974107221036
765,19,14587538074940906674,11958389673327808359
765,20,15677756456188524718,11528988031351537336
765,21,14907371034219450120,15567500397403752179
765,22,4857852408684002682,13727735235943410561
765,23,8956237226488727143,15437086422008315277
765,24,15451663416339259204,13679303972487172550
765,25,8086371006285045966,1078935301854377589
765,26,9802175628736994144,3487263322406699356
765,27,17140134777421343456,14862549783153434009
765,28,11288649311699521674,8507907064260682942
765,29,13841980484847551766,2193927328767287790
765,30,7328706540452828464,15158716768097509532
765,31,1188748147890095628,11764504590927648832
765,32,9713321095331459198,2630608718434016125
765,33,4363729889965667358,6920783273689022898
765,34,4453021834024969531,15886887602617281843
765,35,10688614183966657048,1239394025514282652
765,36,10254366822018979764,13806067234055174992
765,37,713902006343515906,15270151427879944911
765,38,12501353146848009922,16357876439244743134
765,39,13311517837397226455,11747923384392673218
765,40,10106744586070924272,5792418626223413602
765,41,5247459170953866977,3019151243969371888
765,42,2586198218434818036,5624604929262816347
765,43,824720087081030066,14564604449396047202
766,1,2024375645957155228,563100059325443132
766,2,11694192618262809857,5532141862253050823
766,3,8571193371277058358,3780876359443565074
766,4,1278483076106202829,10436798813514189644
766,5,13575765309186400920,3075260674405307639
766,6,11573367360943586672,13681670022429249401
766,7,16780703519609562180,2714601285333329214
766,8,8088219229629030339,11205146665595640821
766,9,1760182255528781342,2778831809231915868
766,10,13413166609792360239,6737875817460915172
766,11,14963195070396477213,17818451973518609136
766,12,13329658383625814586,14271382964765441108
766,13,216793496011587442,18354740793733764643
766,14,3990773146565086970,6469969932332102964
766,15,9831465484634333255,920497375057694303
766,16,7037378830933506536,1848802708352048831
766,17,15690338198666536653,14712364168237353234
766,18,18169161461153737427,7508034158111364662
766,19,17350121293073359317,12203577350285631131
766,20,1175975632615605631,14069670512476550418
766,21,15168609110121776338,12704852148316686063
766,22,13140281734747827651,525973064671174879
766,23,8229801393493369890,8461454983041260948
766,24,9951604810669462517,6410064627371294006
766,25,14374224953826358988,2004786252108082111
766,26,6516734065892727991,2189867644339802653
766,27,6746425955168922340,2374430789326431034
766,28,6216139988599566488,8983192716504991643
766,29,2255981819029069078,14692979738704609343
766,30,6460992432899420908,17344516205972036365
766,31,485746343292516162,15989880300332208515
766,32,2498082354167131465,16057968794122639939
766,33,12606853847752346500,12509675963510057951
766,34,2305747128645878060,6367915116316255034
766,35,12258885718518646146,12841390034822869915
766,36,11046004231415719650,12011857945930086718
766,37,4554465926304343110,16959516740259832018
766,38,6950051908832913468,6703853686853343589
766,39,2522545395930629850,15666324899366593421
766,40,9441790605959567049,13222167177245042923
766,41,5841524628567065489,17613988777870555096
766,42,13637750112249002127,7362387279783484619
766,43,5098334499391605174,18100340910687632123
767,1,10390786421933330754,16550640712149849974
767,2,6344605394955788291,15210739512291417357
767,3,13667224332806687467,7976138382305242311
767,4,10077886201479024314,402801516645691881
767,5,12325730238280080421,10683758995184084319
767,6,2554019652196038299,8756669955175189001
767,7,17642150484270425620,14537299995323524806
767,8,12222416179406982085,2253361732123714430
767,9,13789611906626080444,10303963437098860600
767,10,13537166759415650975,15353637477302214600
767,11,7899663749821545523,10101965365865050776
767,12,3460646723458447211,2170872153774984380
767,13,3783765488392251211,371541074601212308
767,14,736367932277141695,16299609214066491602
767,15,4688662630551195336,4002161557061718863
