seed,round,pre_hash,post_hash
504,19,9933381880920681134,11842891298119078053
504,20,290569735382663514,7090292044084520562
504,21,8415695505784498000,11389391827809600830
504,22,15144695939087510347,10267412221272008487
504,23,3369363004965836564,1210039182781179035
504,24,7341389104055731994,8676316393704041796
504,25,666295016948177682,15280924332090758848
504,26,14416238619183831119,13035501040954067953
504,27,677358006887488485,2187707417978911037
504,28,10768775217144582589,689410282613450102
504,29,5999057281804502829,10194908277235491986
504,30,5038117171452374033,9858865405907164422
504,31,341927593632203487,12952792301867077012
504,32,16131229498189101162,14340337958426955971
504,33,11399069458395076711,18067120589833470380
504,34,7176423336801641074,16825738235847027358
504,35,14913403950115241603,12828761492813351315
504,36,18207162859501481390,7987270268599768665
504,37,7945355271769615114,405266361100300644
504,38,17518355059907097997,2021972927842258015
504,39,3877872942976459820,15276257424145086852
504,40,12480408154371567240,4797767022122891822
504,41,3221454125965300154,6567207525334861260
504,42,13135588434157756404,3839310827798624571
504,43,16462452850881981504,15770936799257714285
504,44,11538112855417494709,9735197431156891603
505,1,11250256068676767702,9230391377278901630
505,2,11621503854881072285,8073804519830996523
505,3,6391825880791865084,14877564025264061073
505,4,2579853492587173668,5836105796593548718
505,5,10070428167461675149,16235218110810604674
505,6,15061580905865770326,4358303403232738027
505,7,17756948903290765792,11206085713635893141
505,8,6972486794066885527,3139298055425655477
505,9,8773501245543580212,17535570582060045499
505,10,1205128282249237091,12572763300520250062
505,11,15412715366448308283,170660794875812404
505,12,6615322706760106929,4884799183343201969
505,13,1576158032802392332,16967032324677694294
505,14,6993503914609648122,17150922778861985753
505,15,15261654464616633487,10026143622369645883
505,16,8145431252601211102,6330818583064466055
505,17,14896743858537215913,16065202573075236761
505,18,2042692728388400087,4264555324554065056
505,19,10714166170247547108,17813340296502676047
505,20,1088363054457625355,2554599747827269091
505,21,9048183305042619823,9050382203261246878
505,22,5465804918997645,10507339866313174964
505,23,1362610354421068990,17988178031234323838
505,24,17791063501280096638,1087281692480992358
505,25,5528756010947943351,4518157829529048608
505,26,5666864649941071432,15668289089914045558
505,27,17904392110426201514,1676402578394998120
505,28,1381579432852641204,9574869134299203312
505,29,4231808513798059089,14428049282900580424
505,30,5266692657203024718,15753889297054951768
505,31,8739898519041637866,5061282681306404874
505,32,6540786889813199991,7677722103045912860
505,33,8443450988635531787,17963729338931003976
505,34,10423613435227418123,337599323660892272
505,35,4371930646260357316,7066530835118141808
505,36,12407746905118522250,12225822258756298410
505,37,14393234332047600033,7186553036026848218
505,38,13172179209098886040,1075202516479488197
505,39,16384513633363261129,14210669859684868203
505,40,16208466586373112375,1245539100008107742
505,41,14972699341721414027,3156923121835578215
505,42,3104471542050740387,16826218919281920041
505,43,17364158948641940165,1399589150889433286
505,44,10991160375725079075,8273224919359303907
505,45,13271864106096625668,18441739018849587361
506,1,14272626772931067253,17107641435859067475
506,2,1603719996674120668,9000410804744465861
506,3,586872139495577141,8084402308452271342
506,4,4404821105993269990,4122989465878832655
506,5,1680190545810583493,10007416805966162390
506,6,6559779898017125573,10614965114366503601
506,7,4484678690379869604,9737633493089886308
506,8,15642591018298244901,772258976396339944
506,9,6806712758166855437,16428479029681561907
506,10,9688528587071394497,15627107369465669371
506,11,14554107644161928721,10214345062848010264
506,12,601941737425315068,13705624951373265479
506,13,1874459000882136363,5778832864440171869
506,14,1834770812501130615,6687515270101561365
506,15,8368980911707710705,6360440340561487278
506,16,10360191936768794298,12766132720853524556
506,17,7579926729299899028,15507595474884624620
506,18,9756747535609338186,8641915735440701647
506,19,12556570952005028136,9961510467549115350
506,20,10738749734861149903,9984749270882601353
506,21,8186081166397657043,14304494686247340663
506,22,18684934543688471,8266697792252129978
506,23,13650879495314484372,4739169554109853618
506,24,1463537362629113067,8425637273619799557
506,25,9466881501934911475,9270993219992210943
506,26,1232444833239028025,15901826110295473717
506,27,4322539085441934555,10521398682440839190
506,28,10746831621850487215,3053307322494095621
506,29,13442278449519179350,10360198089984657194
506,30,5317405624626081171,8624844974702060938
506,31,13201090775247893167,11053787826275688534
506,32,4404431614262432897,16775697646793197615
506,33,15452520495233160560,5512383168391041840
506,34,2956672756104419660,1059381109479788900
506,35,10415215397022935120,13900344087702962260
506,36,9287935855856097803,11466477940826469327
506,37,6912339671755882266,16121012428724043900
506,38,4735714470761221248,16596985920336428185
506,39,17946916563042717456,15427555783032631544
506,40,15731332593235535912,18280454187683065092
506,41,16186303944075246873,13229076069579226942
506,42,10901703410523878045,6020625404168767080
506,43,14376551992609258885,15765930097734605464
506,44,14135979572855106089,8105230067562571918
507,1,9835683069115482556,6524195051862978680
507,2,13569561391720481935,7393289249770214686
507,3,12611355635788672620,15308591260871647761
507,4,6740301156752287014,14935592564449087771
507,5,4675744542667696659,12489872718072860211
507,6,2187447516925288341,2835142276931090054
507,7,18370354750184263795,8460553217718892038
507,8,2487608613418832062,14618006001354278107
507,9,4292831640802776230,9632267468625874254
507,10,11788020503510772201,13675657071384537876
507,11,17250439663552861932,1977812076889680363
507,12,14181944386942727357,11328283118623328724
507,13,2635626264868234043,9541003254141570379
507,14,4070815906256697179,12787974457076862792
507,15,14728142987717121308,14096160005963449146
507,16,11664090567358037577,1539199207983656922
507,17,8992436856167891117,13301862881935010225
507,18,8372949815840382495,14516344174180975202
507,19,2151271472289198207,10097379338620160746
507,20,1069097703457238503,8128500673821171624
507,21,10176448918117726046,7349908884064554755
507,22,17296429167105576214,6581434246833741940
507,23,3428678598812931021,7224891066170466416
507,24,4011153804974403277,10892235300074306906
507,25,10591425466032689956,15384039308530462544
507,26,4526578470511851648,7423391226921809987
507,27,4298437932157793288,4540499507021856637
507,28,12003992449133676684,7364352430357730630
507,29,507609065178305962,9749167172341328354
507,30,16428109888669948576,9612714106418738243
507,31,5700177674995130013,3815947998363112120
507,32,5756356391123675649,15159934569674145989
507,33,5766109426785729855,5231541925450225713
507,34,18344093368370524012,12884396120195108090
507,35,5513749467775632003,2348633230722044268
507,36,4468550015734422760,6292476633965433275
507,37,2112619912263799375,1476293771198118330
507,38,504357113838900719,5381826923589245180
507,39,1967437573518479978,14787516299223121861
507,40,13340115825061831094,16078771536482239994
507,41,5765281114559886887,3539745071488466896
507,42,3153438016440882651,15475866113817000559
507,43,14267795172385710440,10005100912988020495
507,44,15223999433574608429,15342990882008528164
508,1,9138598351409474645,8767669818195846607
508,2,16138887170531378774,3595691462430567029
508,3,9308957000366332456,995966240286006284
508,4,1826211290538598730,18125426966509398804
508,5,11312849333319973539,7042223244711677221
508,6,1217966095199876073,14203993916915936911
508,7,16177115462469373785,18353328918782991382
508,8,5278142605488645113,11674947450467075654
508,9,4204711750418269915,13387404752947191340
508,10,3415564816001148343,4381506915720284694
508,11,13510758479690234293,993279804912790950
508,12,14355380453420521380,12382274070593921640
508,13,14314269996039868437,12696072482455809052
508,14,602600247299204081,10305855325738467575
508,15,15857365771669965976,13901436933778747517
508,16,9458629667837905741,11644748762811728964
508,17,15445466668562998603,9517118253481105371
508,18,10863448695420296341,9487749795635120546
508,19,12276288864045296686,897571787972728994
508,20,10236197530067262518,9852431537100674650
508,21,6275629233038670736,1099818960025642016
508,22,17840124849876898300,1144962355943607013
508,23,3151180712086023555,11153362131983664355
508,24,285176346097651848,12324546603242165873
508,25,15881489794056187549,11228767853132096501
508,26,6568671167971652358,11770796417940553824
508,27,7373638267165242312,8309281017751637390
508,28,13072229296706073796,1799806767113937206
508,29,13032398253690082840,5778720854820969089
508,30,17613680111782212099,11037292554930974502
508,31,14725508822363037499,4684637888340621774
508,32,7159033262737489393,5420385007873342985
508,33,650858704416682079,85980561739554337
508,34,12658895792797507942,14943110594958206841
508,35,4963798106322058671,11521427090840770136
508,36,11966989269782534650,5268002878455733949
508,37,6471377242605186830,312377203082846381
508,38,3388728290332738101,1298478935411524394
508,39,18206485052129047941,6709278962246705255
508,40,3814897555763615926,14077692778296315468
508,41,11226085847660859370,341053486200027843
509,1,1751761239178224489,816111430509396953
509,2,3303087962595876212,16446709125817607019
509,3,713899479130303914,886964034145365152
509,4,5221981685893863814,14296840714428485329
509,5,12065589742534274196,4184357797852575733
509,6,8116359582922574404,18120194038834613973
509,7,11688981817282575332,2255465393320184908
509,8,13199800947494627170,7821362337968693818
509,9,4226966676397491446,7298557176172445432
509,10,15160965663854327913,17195091865180551356
509,11,12369751453686117374,12968082762358187471
509,12,2786597004633787498,3363298590493679063
509,13,6139095428047364099,1552590768078205030
509,14,4506064524772965130,6528618902322968643
509,15,13667121355215880737,7602473492242637132
509,16,3265879675729793393,14432790005387419542
509,17,479375316144048297,14052322268305432179
509,18,14150321836815357585,14359156372683907758
509,19,7772740422129508307,3182217416074731511
509,20,3944117672575088195,13089020622648142422
509,21,4581414159127401789,9457682637016131278
509,22,1056970265575277484,10913147526800805884
509,23,16389022839293922772,8682413225150273291
509,24,17826819676400080710,3430293365738123858
509,25,2915624168510842471,1248128987455902067
509,26,9184395845750258181,2851545092195963380
509,27,6866388866446058744,8893790674647327786
509,28,3006036710159597734,6333746080800383599
509,29,11278244913253162100,14907552598987783555
509,30,3088981606163559346,15185669552953932498
509,31,6892747536164263974,16224232819708124100
509,32,1372428581512441602,7369758566095554270
509,33,3600250779326579444,8080502148268519619
509,34,12385387751809744191,1869512664211821124
509,35,2048179705886476133,16077836489816124142
509,36,16038432094080307486,1906650815300670876
509,37,7949603627936538556,17469555837116429189
509,38,4340173758191293816,2033750759075758523
509,39,18345984832117745499,8422238807442782911
509,40,113925154882207018,18325516137500110816
509,41,16822361567167237809,2800211496693974204
509,42,6811593624721490732,8899615754946622397
510,1,8697292055521442145,7718916121306559532
510,2,15543917040970949144,1127178336889166186
510,3,15811619967142866602,14619320400793249999
510,4,18010500647489394558,12648780449973327944
510,5,15575728926641227529,3231795749357632911
510,6,8377199857861306513,2317632195566651940
510,7,3014082155408835935,15904986924481329787
510,8,4834165413292656491,284710391085161751
510,9,10258964105189015818,4839427719078065700
510,10,11038034594211843839,10912427883124570051
510,11,1605511295937867736,7988972716456756830
510,12,1929677426868122217,4972607948024107265
510,13,17154056218877484228,12008025742885138942
510,14,13310108349062014491,933827697872531826
510,15,7173065945408546960,7745774529775182784
510,16,14310146161133113542,11194147116536486355
510,17,16248415565434233090,4487647532852961820
510,18,17910825914967967265,17925503358103375375
510,19,139768445486562933,16614957566060218528
510,20,7992970478545356438,7948876541513911907
510,21,9646147188461527050,4359267890410510386
510,22,1565364497877552318,16952764017360262899
510,23,5386709234571168757,2546254755088386739
510,24,18293829412646169924,10019830423264064981
510,25,2956252588408588366,2692689837209099622
510,26,10406569986660839441,6285014611820302346
510,27,1738392762811164789,10264801516522796084
510,28,16692800402186810705,17478978031830777429
510,29,18071219923634499970,13958487696958600881
510,30,648727639743142583,12724289069385968068
510,31,1935338463474970245,14733892122758702090
510,32,9034742161396297146,13777780425372511570
510,33,5619806754338111897,13788460288106677647
510,34,8120473555878024435,4879793568396245510
510,35,3622432519997436494,9497273365505189345
510,36,10735479109672183417,17551635854648957786
510,37,8876774688679387257,10394946082137335387
510,38,9762436923888701029,13046015866717987839
510,39,10745426382530198926,15479518434844965946
510,40,9013680923916050550,4744261194635157397
510,41,10537689158577088011,13081430285975080325
511,1,6169774314907281339,18223208359988257082
511,2,15799390040436573328,16942031242885760966
511,3,10003967177035391514,14790027024684682083
511,4,8148980098539899823,15294283725360056528
511,5,4376901590628479679,15818363771323764974
511,6,13492832667715680106,14860232590712454310
511,7,3131914390029579920,13151297551142626890
511,8,14288214059303103366,15953708121818822022
511,9,434854329858308204,8939361486882135611
511,10,737972062315513880,9865180331738648563
511,11,2865175631853187932,11540935165297085344
511,12,4421600912895285384,15476509497423699882
511,13,3278859449487379801,17634687627280129847
511,14,17854547074909132919,3856202926076780608
511,15,18040276793242482641,13693583527950551092
511,16,2910816668125513105,1637637903245355163
511,17,16602699034549354768,9454011826024021981
511,18,4627782330897328365,9144242836659795908
511,19,14600556591122584304,6533859429794206337
511,20,775609197001332805,13571962797495428640
511,21,16875741488359397966,12910901259956718465
511,22,12906410307197986687,3780237010774118641
511,23,8899525271481580017,6465945710936632007
511,24,6290117348577116587,11746949592903253072
511,25,6605805896502354624,1663775902883105810
511,26,4036005305913784844,3970163269499612814
511,27,14582854794310785694,5599779688074300763
511,28,6024288993167101058,18062139145785163923
511,29,9761117596448402792,2019743087148237321
511,30,10780889050643048067,9230637526285154994
511,31,15018798148008834892,6621015952179969898
511,32,15227620290155723600,11732693095395210259
511,33,13082286045383225309,8094678560848549091
511,34,1876641181516488515,8076317007731149540
511,35,12503546703493807849,5562543982864383924
511,36,3697772622545033760,6491389672787959452
511,37,6792955603299466446,17505876059353938573
511,38,8477198895853107999,3089103409937684881
511,39,11575753165247684709,10761005964105370778
511,40,4614743400888592100,14797620006929387836
511,41,87721256514054554,4533019885474458791
511,42,15835487808212609753,3224358723650935209
511,43,4500030568243759945,1030223567093871596
512,1,15049429870221025637,6439179977559580840
512,2,2448658033006461528,455413670362146886
512,3,10160376024441791327,2540222989687241587
512,4,7223100766849628989,186333894610070442
512,5,8835178181910543914,17665272391042530638
512,6,9084655513174168719,2233805758768346569
512,7,9080598239309023861,9652329877225458981
512,8,5944165110497333131,11447399952683701394
512,9,4802747614892306240,7077871065092031061
512,10,9194880936265089033,6430889338577266394
512,11,15192351463298510128,7383038614078732387
512,12,3365848753685805974,13437105680039352775
512,13,5382771229097139140,8269880289959301260
512,14,2237543383222025858,8735322965862217040
512,15,3013339105808966661,1516316900757718253
512,16,16833500471914061334,12659143264027423363
512,17,1584483041356755191,3836000111970435249
512,18,10837986660952712266,7811500966812792049
512,19,7857374662988978983,8519460164084295116
512,20,13533088233191648976,2447406067540785193
512,21,14409100360447954413,1582347026031685248
512,22,5636544478277205121,13034687865975928133
512,23,3538368258976464845,2853999392697217759
512,24,8918157096051105315,4582463931589005995
512,25,4784817364598530362,13851513176210311271
512,26,4185046845986658835,9172252678969809167
512,27,16180454589107297379,8174469067856953050
512,28,7793205869454692601,15817808229101524352
512,29,6139912897552113973,7814464797789204706
512,30,7535235900035550311,14301358269638388463
512,31,16601401468940310168,7510551263326222554
512,32,4027040054076530018,252035924744108740
512,33,2704673334250384224,1958026186897119472
512,34,7560714101629157908,4442893008597369847
512,35,9023555589315775937,4463103588948460213
512,36,7629413554899673133,16959015463374018335
512,37,10666299955191481792,8274724737837613403
512,38,3041879443099976748,8447683262899456723
512,39,15067318165938876441,824324374709814453
512,40,10605781228695078821,16283377402056038152
512,41,14963793442032778187,15826538771477962693
512,42,17156532656759072637,6020323961270431571
512,43,10956235386246820798,7916833265953403843
512,44,18375758976959031847,1079828256667078725
513,1,1983635771223727196,5698430066124428802
513,2,3369402373257203419,16775462315593694800
513,3,14650256953327899728,7152809154330288591
513,4,10320314661951134233,17137146765732833109
513,5,11861846502109041074,12529807048191382799
513,6,4290189774571046252,9266025933016993209
513,7,14171044753729345743,7020742557708692191
513,8,14255889094694360554,2534588105649408249
513,9,5434559039118967595,11988127887041499525
513,10,1523525796422403045,186470893158447709
513,11,9993932311602871488,4042563105974205779
513,12,5303457788775348222,1280362874085136123
513,13,13054487701775759222,10698743546288521108
513,14,9249016742985392675,4489517643074569813
513,15,3019627497547791470,18224658165958575049
513,16,16957060680633946446,512010639992152857
513,17,18286362988553440147,1163585102669653829
513,18,9365272390032962473,16373834895703700430
513,19,8320607409031405911,11995935393051923494
513,20,15790520116051930775,14728327640081292848
513,21,4232188218508600571,10059842645888057131
513,22,11954575456228386982,2084298456884814266
513,23,17808244919021776567,8631816563703186218
513,24,15757642332083525079,9549549582579626053
513,25,16684935284107727194,1124134195578111577
513,26,15756363272078393152,14825412963391698007
513,27,4836438161830464036,9828401438249845408
513,28,4757592676394264430,13860199002938157559
513,29,14446601214081251310,14984516139832768984
513,30,16943492145979223365,13886832455311906944
513,31,5331593891307691590,17381099887267702660
513,32,11827541114862066690,11185616598695322251
513,33,2848980465623047978,4741992491399038608
513,34,109310899278697585,2056216842738264536
513,35,2201356476390104139,15927110827303772881
513,36,13151456902633350282,2453571974211997401
513,37,14027151859305731855,10692129589048700932
513,38,3008654106990791664,17696127834576714448
513,39,13300375980128067041,7736904306640094476
513,40,13934454383338891199,16589849979139913843
513,41,16584004529197229715,16136118191308924395
513,42,623162284569381038,15036833653292762562
513,43,14105213518366496608,7676561666826334703
513,44,6279342235030807511,16818943542864128118
514,1,6273089376446557805,9242160503787727836
514,2,2135910787818868770,4218193659099208047
514,3,6951461468233867098,1437515805870294060
514,4,4216391166554900012,8400809338256896582
514,5,8657129824638485056,12356437047769930227
514,6,9622768749781591991,1888630689509664357
514,7,1519259126046646093,18045227675811859692
514,8,3994240294827480420,5827254075251186900
514,9,14466939974029881633,11946407235245234802
514,10,516025336449696853,9024989767315522229
514,11,9863650984739844210,897894689978766398
514,12,15990816571182813690,16961054356042319907
514,13,3919182156039822672,13404350995356001818
514,14,2795722309224872736,17440926916992385145
514,15,1521569462847284077,17268340397834408533
514,16,9593221700142358629,916895588227761597
514,17,16974653638658996412,13440245206591340038
514,18,2999517100714601408,6696681604776170807
514,19,8458759365577854951,18245621702345721162
514,20,1099701902489664095,17774855805073826384
514,21,2071464986867200242,6582304424496082953
514,22,12774515350078770275,7061748485113579702
514,23,11557429250057674158,12572692882018149358
514,24,6490650981820142992,6715301307285105306
514,25,16581941450535216370,9392602802811813198
514,26,12698794646169277260,17841511274267913002
514,27,14296507865057623916,8171485234815078954
514,28,16874749543994733190,6106245509452655186
514,29,16737842357084226585,5790884733451388664
514,30,15111773202783992855,14959911670640003908
514,31,1347113194168209292,4777760307426404563
514,32,9002853419837146626,297412386569569954
514,33,13397010542693246204,2984790682801910795
514,34,12439614846718910907,18261411224294977540
514,35,15521939895574766567,15734726007817925572
514,36,9974094836733149835,9654428083247851423
514,37,15870792148743378730,6633973628422816850
514,38,17943731899761684362,16473536338556203231
514,39,18430265113069864270,2570684606317112045
514,40,16769415918504134179,7901963486183520888
514,41,4150427950351725951,2450933501785534964
514,42,17418992564476800100,3450544923807198816
515,1,14195659224311593640,7469539053197859634
515,2,2820465648777506238,10242931844420905003
515,3,619180289039673482,848845506626136290
515,4,5295372771763999501,17584710801811132839
515,5,8351102063884545016,1738352801847266407
515,6,9695430580049492218,3710372149347617316
515,7,17260553275947341103,16413697701743094204
515,8,6489335882247759818,2461072701096131118
515,9,16779799901035720147,6621441656165579595
515,10,10287084273354970565,5364412844889471388
515,11,8478571095922707742,15809115715193933032
515,12,7206065437802475374,5518363978061361455
515,13,8830572994341962389,674617965927559550
515,14,10874863111518872694,5022664346694355703
515,15,5647912209153829834,2413718057000187340
515,16,15447194518939835385,15380826675949121092
515,17,16454979020703397960,14358200536070902540
515,18,4071362213438455840,13780086226734382204
515,19,10096097725591904444,13360446823948640309
515,20,10336657527983319006,4640308055608149951
515,21,4761278118305745571,8485748015762682144
515,22,7492125745185859236,3836453285919497097
515,23,15556593536471216554,2230666212447757813
515,24,4482082448856870154,8589333005832743161
515,25,15071411850489392366,10842363285980602290
515,26,11491324740913502734,6544288366605580731
515,27,16109512601049859925,7095453070027759084
515,28,18315498875727862374,13420462093825627642
515,29,14398603193662104631,14935199614978152266
515,30,12113021985783317223,17065728867104505973
515,31,6291258560230873288,10980560292299285832
515,32,16233115825541501250,9382842546322640260
515,33,16818941436948630486,15255868252507811844
515,34,2024372823645605550,13685511508705566997
515,35,15315679501812606792,2593452322171937060
515,36,4114916844747278096,18327982430739504084
515,37,6871073313229784776,17627882466929165837
515,38,15621475601700300959,1908153951807752644
515,39,8659916988148321616,18081178851555040464
515,40,3380000576276298867,13679381313648739286
515,41,2314437295733528310,16502450442699069013
515,42,11899340384110591164,13223756216037244925
516,1,5491454797350143980,762555722141363716
516,2,5367040705215602899,8119683185307364957
516,3,17541429278772791710,11921205828757269113
516,4,11298376120208111500,12224234855866682530
516,5,8786810578332368688,3351003652230606742
516,6,5647993162184609762,17179909237845787364
516,7,8511933434999909019,1357637781612089262
516,8,18382465651669456592,9854776630727565909
516,9,6682927428663496189,3512121968103130190
516,10,14505584936291969187,13631727613424505873
516,11,2016312002382333432,5540992538755629436
516,12,4550428474957082904,6103488718709311808
516,13,17830967992729597921,13820171079947458634
516,14,6471011733338006024,2005058585924545746
516,15,4299321989498795040,3015435639628896414
516,16,13715039584136418106,6150018337747620279
516,17,16931811432733500998,2264475778466150808
516,18,7828458377499163192,10306030737292159186
516,19,9459429964475665294,11701305571165456674
516,20,15629338389537935221,6822612949658022914
516,21,9158393121978831558,9004032709639263448
516,22,8745430327061535742,13673836494672678801
516,23,16816055904207256921,1474456026090642986
516,24,14213914891257500210,10907376273162579970
516,25,3431598332102144494,13140437012103368753
516,26,6876335800917956326,9094364559953598851
516,27,15756451276949084696,5056831796872173666
516,28,7723942376130793325,16392838720570558509
516,29,17023564265960172349,3675601771525311257
516,30,7752288836176265587,11740930680810794121
516,31,14262417176611080081,13243585267820295416
516,32,12558784644430609053,8059821276633543489
516,33,8283437147712535875,18133933036226361487
516,34,6554968740036640445,4042414438813260339
516,35,4770281972667789190,9257064951176350592
516,36,4385949895648585064,10058331569232343278
516,37,12244776225677378942,17228582384401091851
516,38,9871543427483603356,8742606680002158185
516,39,4491481683774291269,15966013614646842832
516,40,5758435736724230174,15538774744129108353
516,41,8529681927346415147,6656348516408234838
516,42,3838100370712011438,1483200980047046412
516,43,8859058957829070666,10542735953566519239
517,1,17846003199127293985,4107245092093268443
517,2,9766220591293952997,2263762032846817580
517,3,13327827856351744895,10293456863862750512
517,4,13519913579431946572,6126589324985635573
517,5,2513382147074000683,16111816479475346339
517,6,4074393054043761919,9444727103712744462
517,7,7385081173087278937,13503256675829437707
517,8,8163484090172384787,408403182674776344
517,9,8762721809803306393,860311325712876673
517,10,3379802714381999963,2425391935933395708
517,11,3084262456787262364,2991966296567554545
517,12,15916575039740548748,13600746471972812366
517,13,104561928753458539,3687942355570227159
517,14,1802316846325365542,10147647964621573368
517,15,16055664456364806065,13486210106632836344
517,16,3242876994149776739,5958153547169622441
