seed,round,seat,level,gold,unit_id,definition,star,on_board,column,row,bench
1,2,6,4,0,33,wc_u_dragonkin_priest,1,0,-1,-1,0
1,2,6,4,0,42,wc_u_orc_warrior,1,1,4,3,-1
1,2,6,4,0,47,wc_u_dwarf_ranger,1,1,2,0,-1
1,2,6,4,0,61,wc_u_halfling_mage,1,0,-1,-1,1
1,2,7,4,4,8,wc_u_dwarf_guardian,2,1,3,3,-1
1,2,7,4,4,16,wc_u_orc_rogue,1,1,0,2,-1
1,2,7,4,4,24,wc_u_halfling_warrior,1,1,2,3,-1
1,2,7,4,4,34,wc_u_halfling_warrior,1,0,-1,-1,2
1,2,7,4,4,35,wc_u_human_priest,1,0,-1,-1,0
1,2,7,4,4,43,wc_u_human_guardian,1,1,4,3,-1
1,3,0,5,3,1,wc_u_dwarf_guardian,1,1,3,3,-1
1,3,0,5,3,9,wc_u_halfling_ranger,2,1,3,0,-1
1,3,0,5,3,27,wc_u_human_priest,1,0,-1,-1,0
1,3,0,5,3,36,wc_u_human_guardian,1,1,4,3,-1
1,3,0,5,3,45,wc_u_dwarf_warrior,1,1,3,2,-1
1,3,0,5,3,52,wc_u_halfling_warrior,1,1,2,3,-1
1,3,0,5,3,66,wc_u_halfling_ranger,1,0,-1,-1,3
1,3,0,5,3,70,wc_u_orc_warrior,1,0,-1,-1,1
1,3,0,5,3,75,wc_u_human_mage,1,0,-1,-1,4
1,3,1,5,0,2,wc_u_halfling_warrior,1,1,3,3,-1
1,3,1,5,0,10,wc_u_halfling_rogue,1,1,0,2,-1
1,3,1,5,0,18,wc_u_elf_ranger,1,1,4,1,-1
1,3,1,5,0,28,wc_u_orc_guardian,1,0,-1,-1,1
1,3,1,5,0,37,wc_u_elf_rogue,1,1,3,2,-1
1,3,1,5,0,53,wc_u_halfling_ranger,1,1,4,2,-1
1,3,1,5,0,57,wc_u_dwarf_priest,1,0,-1,-1,2
1,3,1,5,0,63,wc_u_human_priest,1,0,-1,-1,3
1,3,1,5,0,76,wc_u_halfling_warrior,1,0,-1,-1,0
1,3,1,5,0,86,wc_u_elf_ranger,1,0,-1,-1,4
1,3,1,5,0,90,wc_u_dwarf_guardian,1,0,-1,-1,5
1,3,2,5,3,3,wc_u_dwarf_guardian,2,1,3,3,-1
1,3,2,5,3,19,wc_u_dwarf_ranger,1,1,3,0,-1
1,3,2,5,3,29,wc_u_halfling_ranger,1,0,-1,-1,0
1,3,2,5,3,44,wc_u_dwarf_priest,1,1,3,2,-1
1,3,2,5,3,49,wc_u_human_priest,1,0,-1,-1,1
1,3,2,5,3,58,wc_u_halfling_warrior,1,1,4,3,-1
1,3,2,5,3,71,wc_u_orc_warrior,1,1,4,2,-1
1,3,2,5,3,81,wc_u_halfling_warrior,1,0,-1,-1,2
1,3,2,5,3,87,wc_u_elf_ranger,1,0,-1,-1,3
1,3,3,5,0,4,wc_u_dwarf_warrior,1,1,3,3,-1
1,3,3,5,0,12,wc_u_orc_warrior,1,1,4,3,-1
1,3,3,5,0,20,wc_u_halfling_warrior,2,1,5,3,-1
1,3,3,5,0,30,wc_u_halfling_mage,1,0,-1,-1,0
1,3,3,5,0,39,wc_u_dwarf_ranger,1,0,-1,-1,1
1,3,3,5,0,46,wc_u_dragonkin_rogue,1,1,2,3,-1
1,3,3,5,0,59,wc_u_halfling_ranger,1,0,-1,-1,3
1,3,3,5,0,77,wc_u_human_warrior,1,1,3,2,-1
1,3,4,5,0,5,wc_u_human_guardian,1,1,3,3,-1
1,3,4,5,0,13,wc_u_orc_rogue,1,1,2,0,-1
1,3,4,5,0,21,wc_u_halfling_ranger,2,1,3,0,-1
1,3,4,5,0,31,wc_u_dwarf_priest,1,0,-1,-1,0
1,3,4,5,0,40,wc_u_dwarf_ranger,1,1,0,0,-1
1,3,4,5,0,50,wc_u_elf_ranger,1,0,-1,-1,1
1,3,4,5,0,60,wc_u_halfling_mage,1,0,-1,-1,2
1,3,4,5,0,64,wc_u_elf_priest,1,0,-1,-1,3
1,3,4,5,0,78,wc_u_dwarf_guardian,1,1,3,2,-1
1,3,5,5,3,6,wc_u_human_warrior,1,1,3,3,-1
1,3,5,5,3,14,wc_u_orc_rogue,1,1,0,2,-1
1,3,5,5,3,22,wc_u_halfling_warrior,1,0,-1,-1,2
1,3,5,5,3,32,wc_u_halfling_ranger,1,0,-1,-1,0
1,3,5,5,3,41,wc_u_orc_guardian,1,1,4,3,-1
1,3,5,5,3,51,wc_u_halfling_ranger,1,0,-1,-1,1
1,3,5,5,3,55,wc_u_halfling_warrior,1,0,-1,-1,4
1,3,5,5,3,67,wc_u_human_priest,1,0,-1,-1,3
1,3,5,5,3,73,wc_u_dwarf_guardian,1,1,3,2,-1
1,3,5,5,3,82,wc_u_orc_warrior,1,1,2,3,-1
1,3,6,5,0,7,wc_u_human_guardian,2,1,3,3,-1
1,3,6,5,0,23,wc_u_halfling_warrior,2,1,3,2,-1
1,3,6,5,0,33,wc_u_dragonkin_priest,1,0,-1,-1,0
1,3,6,5,0,42,wc_u_orc_warrior,1,1,4,3,-1
1,3,6,5,0,47,wc_u_dwarf_ranger,1,1,2,0,-1
1,3,6,5,0,61,wc_u_halfling_mage,1,0,-1,-1,1
1,3,6,5,0,74,wc_u_halfling_ranger,1,1,3,0,-1
1,3,6,5,0,83,wc_u_halfling_mage,1,0,-1,-1,2
1,3,7,5,4,8,wc_u_dwarf_guardian,2,1,3,3,-1
1,3,7,5,4,16,wc_u_orc_rogue,1,1,0,2,-1
1,3,7,5,4,24,wc_u_halfling_warrior,2,1,2,3,-1
1,3,7,5,4,35,wc_u_human_priest,2,1,3,1,-1
1,3,7,5,4,43,wc_u_human_guardian,1,1,4,3,-1
1,4,0,5,10,1,wc_u_dwarf_guardian,1,1,3,3,-1
1,4,0,5,10,9,wc_u_halfling_ranger,2,1,3,0,-1
1,4,0,5,10,27,wc_u_human_priest,1,0,-1,-1,0
1,4,0,5,10,36,wc_u_human_guardian,1,1,4,3,-1
1,4,0,5,10,45,wc_u_dwarf_warrior,1,1,3,2,-1
1,4,0,5,10,52,wc_u_halfling_warrior,1,0,-1,-1,2
1,4,0,5,10,66,wc_u_halfling_ranger,1,0,-1,-1,3
1,4,0,5,10,70,wc_u_orc_warrior,1,0,-1,-1,1
1,4,0,5,10,93,wc_u_human_warrior,1,1,2,3,-1
1,4,1,5,10,2,wc_u_halfling_warrior,1,1,3,3,-1
1,4,1,5,10,10,wc_u_halfling_rogue,1,1,0,2,-1
1,4,1,5,10,18,wc_u_elf_ranger,1,1,4,1,-1
1,4,1,5,10,37,wc_u_elf_rogue,1,1,3,2,-1
1,4,1,5,10,53,wc_u_halfling_ranger,1,1,4,2,-1
1,4,1,5,10,63,wc_u_human_priest,1,0,-1,-1,3
1,4,1,5,10,76,wc_u_halfling_warrior,1,0,-1,-1,0
1,4,1,5,10,86,wc_u_elf_ranger,1,0,-1,-1,4
1,4,1,5,10,90,wc_u_dwarf_guardian,1,0,-1,-1,5
1,4,1,5,10,94,wc_u_human_priest,1,0,-1,-1,6
1,4,2,5,7,3,wc_u_dwarf_guardian,2,1,3,3,-1
1,4,2,5,7,19,wc_u_dwarf_ranger,1,0,-1,-1,2
1,4,2,5,7,29,wc_u_halfling_ranger,1,0,-1,-1,0
1,4,2,5,7,44,wc_u_dwarf_priest,1,1,3,2,-1
1,4,2,5,7,49,wc_u_human_priest,1,0,-1,-1,1
1,4,2,5,7,58,wc_u_halfling_warrior,2,1,4,3,-1
1,4,2,5,7,71,wc_u_orc_warrior,1,1,4,2,-1
1,4,2,5,7,87,wc_u_elf_ranger,1,0,-1,-1,3
1,4,2,5,7,100,wc_u_halfling_rogue,1,1,3,0,-1
1,4,3,5,3,4,wc_u_dwarf_warrior,1,1,3,3,-1
1,4,3,5,3,12,wc_u_orc_warrior,1,1,4,3,-1
1,4,3,5,3,20,wc_u_halfling_warrior,2,1,5,3,-1
1,4,3,5,3,30,wc_u_halfling_mage,1,0,-1,-1,0
1,4,3,5,3,39,wc_u_dwarf_ranger,1,0,-1,-1,1
1,4,3,5,3,46,wc_u_dragonkin_rogue,1,1,2,3,-1
1,4,3,5,3,59,wc_u_halfling_ranger,1,0,-1,-1,3
1,4,3,5,3,77,wc_u_human_warrior,1,1,3,2,-1
1,4,3,5,3,96,wc_u_human_guardian,1,0,-1,-1,2
1,4,3,5,3,101,wc_u_dwarf_guardian,1,0,-1,-1,4
1,4,3,5,3,104,wc_u_dragonkin_ranger,1,0,-1,-1,5
1,4,4,5,0,5,wc_u_human_guardian,1,1,3,3,-1
1,4,4,5,0,13,wc_u_orc_rogue,1,1,2,0,-1
1,4,4,5,0,21,wc_u_halfling_ranger,2,1,3,0,-1
1,4,4,5,0,31,wc_u_dwarf_priest,1,0,-1,-1,0
1,4,4,5,0,40,wc_u_dwarf_ranger,1,1,0,0,-1
1,4,4,5,0,50,wc_u_elf_ranger,1,0,-1,-1,1
1,4,4,5,0,60,wc_u_halfling_mage,1,0,-1,-1,2
1,4,4,5,0,64,wc_u_elf_priest,1,0,-1,-1,3
1,4,4,5,0,78,wc_u_dwarf_guardian,1,1,3,2,-1
1,4,4,5,0,97,wc_u_dwarf_priest,1,0,-1,-1,4
1,4,4,5,0,102,wc_u_halfling_ranger,1,0,-1,-1,5
1,4,4,5,0,105,wc_u_halfling_mage,1,0,-1,-1,6
1,4,4,5,0,106,wc_u_dragonkin_priest,1,0,-1,-1,7
1,4,5,5,10,6,wc_u_human_warrior,1,1,3,3,-1
1,4,5,5,10,14,wc_u_orc_rogue,1,1,0,2,-1
1,4,5,5,10,22,wc_u_halfling_warrior,1,0,-1,-1,2
1,4,5,5,10,32,wc_u_halfling_ranger,1,0,-1,-1,0
1,4,5,5,10,41,wc_u_orc_guardian,1,1,4,3,-1
1,4,5,5,10,51,wc_u_halfling_ranger,1,0,-1,-1,1
1,4,5,5,10,55,wc_u_halfling_warrior,1,0,-1,-1,4
1,4,5,5,10,67,wc_u_human_priest,1,0,-1,-1,3
1,4,5,5,10,73,wc_u_dwarf_guardian,1,1,3,2,-1
1,4,5,5,10,82,wc_u_orc_warrior,1,1,2,3,-1
1,4,6,5,5,7,wc_u_human_guardian,2,1,3,3,-1
1,4,6,5,5,23,wc_u_halfling_warrior,2,1,3,2,-1
1,4,6,5,5,33,wc_u_dragonkin_priest,1,0,-1,-1,0
1,4,6,5,5,42,wc_u_orc_warrior,1,1,4,3,-1
1,4,6,5,5,47,wc_u_dwarf_ranger,1,1,2,0,-1
1,4,6,5,5,61,wc_u_halfling_mage,1,0,-1,-1,1
1,4,6,5,5,74,wc_u_halfling_ranger,1,1,3,0,-1
1,4,6,5,5,83,wc_u_halfling_mage,1,0,-1,-1,2
1,4,6,5,5,98,wc_u_human_priest,1,0,-1,-1,3
1,4,6,5,5,103,wc_u_human_priest,1,0,-1,-1,4
1,4,7,5,11,8,wc_u_dwarf_guardian,2,1,3,3,-1
1,4,7,5,11,16,wc_u_orc_rogue,1,1,0,2,-1
1,4,7,5,11,24,wc_u_halfling_warrior,2,1,2,3,-1
1,4,7,5,11,35,wc_u_human_priest,2,1,3,1,-1
1,4,7,5,11,43,wc_u_human_guardian,1,1,4,3,-1
1,5,0,5,10,1,wc_u_dwarf_guardian,1,1,3,2,-1
1,5,0,5,10,9,wc_u_halfling_ranger,2,1,3,0,-1
1,5,0,5,10,27,wc_u_human_priest,1,0,-1,-1,0
1,5,0,5,10,36,wc_u_human_guardian,1,1,4,3,-1
1,5,0,5,10,45,wc_u_dwarf_warrior,1,0,-1,-1,1
1,5,0,5,10,52,wc_u_halfling_warrior,1,0,-1,-1,2
1,5,0,5,10,66,wc_u_halfling_ranger,1,0,-1,-1,3
1,5,0,5,10,70,wc_u_orc_warrior,2,1,3,3,-1
1,5,0,5,10,93,wc_u_human_warrior,1,1,2,3,-1
1,5,0,5,10,127,wc_u_halfling_rogue,1,0,-1,-1,4
1,5,1,5,11,2,wc_u_halfling_warrior,1,1,3,3,-1
1,5,1,5,11,10,wc_u_halfling_rogue,1,1,0,2,-1
1,5,1,5,11,18,wc_u_elf_ranger,1,1,4,1,-1
1,5,1,5,11,37,wc_u_elf_rogue,1,1,3,2,-1
1,5,1,5,11,53,wc_u_halfling_ranger,1,1,4,2,-1
1,5,1,5,11,63,wc_u_human_priest,1,0,-1,-1,3
1,5,1,5,11,76,wc_u_halfling_warrior,1,0,-1,-1,0
1,5,1,5,11,86,wc_u_elf_ranger,1,0,-1,-1,4
1,5,1,5,11,90,wc_u_dwarf_guardian,1,0,-1,-1,5
1,5,1,5,11,94,wc_u_human_priest,1,0,-1,-1,6
1,5,1,5,11,108,wc_u_dragonkin_priest,1,0,-1,-1,1
1,5,1,5,11,115,wc_u_dwarf_guardian,1,0,-1,-1,2
1,5,1,5,11,116,wc_u_elf_priest,1,0,-1,-1,7
1,5,2,5,10,3,wc_u_dwarf_guardian,2,1,3,3,-1
1,5,2,5,10,19,wc_u_dwarf_ranger,1,0,-1,-1,2
1,5,2,5,10,29,wc_u_halfling_ranger,1,0,-1,-1,0
1,5,2,5,10,44,wc_u_dwarf_priest,1,1,4,2,-1
1,5,2,5,10,49,wc_u_human_priest,1,0,-1,-1,1
1,5,2,5,10,58,wc_u_halfling_warrior,2,1,4,3,-1
1,5,2,5,10,71,wc_u_orc_warrior,1,0,-1,-1,4
1,5,2,5,10,87,wc_u_elf_ranger,1,0,-1,-1,3
1,5,2,5,10,100,wc_u_halfling_rogue,1,1,3,0,-1
1,5,2,5,10,109,wc_u_human_guardian,1,1,3,2,-1
1,5,2,5,10,120,wc_u_orc_rogue,1,0,-1,-1,5
1,5,3,5,7,4,wc_u_dwarf_warrior,1,1,3,3,-1
1,5,3,5,7,12,wc_u_orc_warrior,1,1,4,3,-1
1,5,3,5,7,20,wc_u_halfling_warrior,2,1,5,3,-1
1,5,3,5,7,30,wc_u_halfling_mage,1,0,-1,-1,0
1,5,3,5,7,39,wc_u_dwarf_ranger,1,0,-1,-1,1
1,5,3,5,7,59,wc_u_halfling_ranger,1,0,-1,-1,3
1,5,3,5,7,77,wc_u_human_warrior,1,1,3,2,-1
1,5,3,5,7,96,wc_u_human_guardian,1,0,-1,-1,2
1,5,3,5,7,101,wc_u_dwarf_guardian,1,0,-1,-1,4
1,5,3,5,7,104,wc_u_dragonkin_ranger,1,0,-1,-1,5
1,5,3,5,7,110,wc_u_orc_rogue,1,1,2,3,-1
1,5,3,5,7,117,wc_u_dwarf_guardian,1,0,-1,-1,7
1,5,3,5,7,124,wc_u_human_mage,1,0,-1,-1,6
1,5,4,5,5,5,wc_u_human_guardian,1,1,3,3,-1
1,5,4,5,5,13,wc_u_orc_rogue,1,1,2,0,-1
1,5,4,5,5,21,wc_u_halfling_ranger,2,1,3,0,-1
1,5,4,5,5,31,wc_u_dwarf_priest,1,0,-1,-1,0
1,5,4,5,5,40,wc_u_dwarf_ranger,1,1,0,0,-1
1,5,4,5,5,50,wc_u_elf_ranger,1,0,-1,-1,1
1,5,4,5,5,60,wc_u_halfling_mage,1,0,-1,-1,2
1,5,4,5,5,64,wc_u_elf_priest,1,0,-1,-1,3
1,5,4,5,5,78,wc_u_dwarf_guardian,1,1,3,2,-1
1,5,4,5,5,97,wc_u_dwarf_priest,1,0,-1,-1,4
1,5,4,5,5,102,wc_u_halfling_ranger,1,0,-1,-1,5
1,5,4,5,5,105,wc_u_halfling_mage,1,0,-1,-1,6
1,5,4,5,5,106,wc_u_dragonkin_priest,1,0,-1,-1,7
1,5,5,5,11,6,wc_u_human_warrior,1,0,-1,-1,2
1,5,5,5,11,14,wc_u_orc_rogue,1,1,0,2,-1
1,5,5,5,11,22,wc_u_halfling_warrior,2,1,3,3,-1
1,5,5,5,11,32,wc_u_halfling_ranger,1,0,-1,-1,0
1,5,5,5,11,41,wc_u_orc_guardian,1,1,4,3,-1
1,5,5,5,11,51,wc_u_halfling_ranger,1,0,-1,-1,1
1,5,5,5,11,67,wc_u_human_priest,1,0,-1,-1,3
1,5,5,5,11,73,wc_u_dwarf_guardian,1,1,3,2,-1
1,5,5,5,11,82,wc_u_orc_warrior,1,1,2,3,-1
1,5,6,5,11,7,wc_u_human_guardian,2,1,3,3,-1
1,5,6,5,11,23,wc_u_halfling_warrior,2,1,3,2,-1
1,5,6,5,11,42,wc_u_orc_warrior,1,1,3,1,-1
1,5,6,5,11,47,wc_u_dwarf_ranger,1,1,2,0,-1
1,5,6,5,11,61,wc_u_halfling_mage,1,0,-1,-1,1
1,5,6,5,11,74,wc_u_halfling_ranger,1,0,-1,-1,5
1,5,6,5,11,83,wc_u_halfling_mage,1,0,-1,-1,2
1,5,6,5,11,98,wc_u_human_priest,1,0,-1,-1,3
1,5,6,5,11,103,wc_u_human_priest,1,0,-1,-1,4
1,5,6,5,11,112,wc_u_dwarf_guardian,1,1,4,3,-1
1,5,6,5,11,122,wc_u_halfling_warrior,1,0,-1,-1,6
1,5,7,5,11,8,wc_u_dwarf_guardian,2,1,3,3,-1
1,5,7,5,11,16,wc_u_orc_rogue,1,1,0,2,-1
1,5,7,5,11,24,wc_u_halfling_warrior,2,1,2,3,-1
1,5,7,5,11,35,wc_u_human_priest,2,0,-1,-1,0
1,5,7,5,11,43,wc_u_human_guardian,1,1,4,3,-1
1,5,7,5,11,113,wc_u_orc_guardian,1,1,3,2,-1
1,5,7,5,11,118,wc_u_halfling_ranger,1,0,-1,-1,1
1,5,7,5,11,123,wc_u_halfling_ranger,1,0,-1,-1,2
1,5,7,5,11,125,wc_u_elf_ranger,1,0,-1,-1,3
1,5,7,5,11,126,wc_u_dragonkin_ranger,1,0,-1,-1,4
1,6,0,5,10,1,wc_u_dwarf_guardian,1,0,-1,-1,2
1,6,0,5,10,9,wc_u_halfling_ranger,2,1,3,0,-1
1,6,0,5,10,27,wc_u_human_priest,1,0,-1,-1,0
1,6,0,5,10,36,wc_u_human_guardian,1,1,4,3,-1
1,6,0,5,10,52,wc_u_halfling_warrior,2,1,3,2,-1
1,6,0,5,10,66,wc_u_halfling_ranger,1,0,-1,-1,3
1,6,0,5,10,70,wc_u_orc_warrior,2,1,3,3,-1
1,6,0,5,10,93,wc_u_human_warrior,1,1,2,3,-1
1,6,0,5,10,127,wc_u_halfling_rogue,1,0,-1,-1,4
1,6,0,5,10,128,wc_u_halfling_rogue,1,0,-1,-1,5
1,6,0,5,10,143,wc_u_elf_ranger,1,0,-1,-1,6
1,6,0,5,10,153,wc_u_elf_priest,1,0,-1,-1,1
1,6,0,5,10,156,wc_u_human_guardian,1,0,-1,-1,7
1,6,1,5,10,2,wc_u_halfling_warrior,2,1,3,3,-1
1,6,1,5,10,10,wc_u_halfling_rogue,1,0,-1,-1,0
1,6,1,5,10,18,wc_u_elf_ranger,2,1,4,1,-1
1,6,1,5,10,37,wc_u_elf_rogue,1,1,3,2,-1
1,6,1,5,10,53,wc_u_halfling_ranger,1,0,-1,-1,2
1,6,1,5,10,63,wc_u_human_priest,1,0,-1,-1,3
1,6,1,5,10,94,wc_u_human_priest,1,0,-1,-1,6
1,6,1,5,10,115,wc_u_dwarf_guardian,2,1,4,3,-1
1,6,1,5,10,135,wc_u_orc_rogue,1,1,0,2,-1
1,6,1,5,10,158,wc_u_elf_priest,1,0,-1,-1,1
1,6,1,5,10,159,wc_u_elf_priest,1,0,-1,-1,4
1,6,1,5,10,161,wc_u_halfling_mage,1,0,-1,-1,5
1,6,2,5,11,3,wc_u_dwarf_guardian,2,1,3,3,-1
1,6,2,5,11,29,wc_u_halfling_ranger,1,0,-1,-1,0
1,6,2,5,11,44,wc_u_dwarf_priest,1,1,3,1,-1
1,6,2,5,11,49,wc_u_human_priest,2,1,4,2,-1
1,6,2,5,11,58,wc_u_halfling_warrior,2,1,4,3,-1
1,6,2,5,11,71,wc_u_orc_warrior,1,0,-1,-1,4
1,6,2,5,11,87,wc_u_elf_ranger,1,0,-1,-1,3
1,6,2,5,11,100,wc_u_halfling_rogue,1,0,-1,-1,6
1,6,2,5,11,109,wc_u_human_guardian,1,1,3,2,-1
1,6,2,5,11,130,wc_u_human_warrior,1,0,-1,-1,1
1,6,2,5,11,139,wc_u_halfling_warrior,1,0,-1,-1,7
1,6,2,5,11,162,wc_u_dwarf_warrior,1,0,-1,-1,2
1,6,2,5,11,163,wc_u_elf_priest,1,0,-1,-1,5
1,6,3,5,14,4,wc_u_dwarf_warrior,1,1,3,3,-1
1,6,3,5,14,12,wc_u_orc_warrior,1,1,4,3,-1
1,6,3,5,14,20,wc_u_halfling_warrior,2,1,5,3,-1
1,6,3,5,14,30,wc_u_halfling_mage,1,0,-1,-1,0
1,6,3,5,14,39,wc_u_dwarf_ranger,1,0,-1,-1,1
1,6,3,5,14,59,wc_u_halfling_ranger,1,0,-1,-1,3
1,6,3,5,14,77,wc_u_human_warrior,1,1,3,2,-1
1,6,3,5,14,96,wc_u_human_guardian,1,0,-1,-1,2
1,6,3,5,14,101,wc_u_dwarf_guardian,1,0,-1,-1,4
1,6,3,5,14,104,wc_u_dragonkin_ranger,1,0,-1,-1,5
1,6,3,5,14,110,wc_u_orc_rogue,1,1,2,3,-1
1,6,3,5,14,117,wc_u_dwarf_guardian,1,0,-1,-1,7
1,6,3,5,14,124,wc_u_human_mage,1,0,-1,-1,6
1,6,4,5,12,5,wc_u_human_guardian,1,1,3,3,-1
1,6,4,5,12,13,wc_u_orc_rogue,1,1,2,0,-1
1,6,4,5,12,21,wc_u_halfling_ranger,2,1,3,0,-1
1,6,4,5,12,31,wc_u_dwarf_priest,1,0,-1,-1,0
1,6,4,5,12,40,wc_u_dwarf_ranger,1,1,0,0,-1
1,6,4,5,12,50,wc_u_elf_ranger,1,0,-1,-1,1
1,6,4,5,12,60,wc_u_halfling_mage,1,0,-1,-1,2
1,6,4,5,12,64,wc_u_elf_priest,1,0,-1,-1,3
1,6,4,5,12,78,wc_u_dwarf_guardian,1,1,3,2,-1
1,6,4,5,12,97,wc_u_dwarf_priest,1,0,-1,-1,4
1,6,4,5,12,102,wc_u_halfling_ranger,1,0,-1,-1,5
