seed,round,seat,observation_revision,action,score,deployment_gain,upgrade_gain,trait_gain,role_gain,pair_gain,gold_spent,interest_loss,bench_pressure,accepted,gold_after
1,1,5,2,deploy,1,0,0,0,0,0,0,0,0,1,6
1,1,6,2,deploy,1,0,0,0,0,0,0,0,0,1,8
1,1,7,2,deploy,1,0,0,0,0,0,0,0,0,1,7
1,1,0,2,buy,1.25672,0.396,0,0,0,0.166667,0.1,0,0.125,1,7
1,1,1,2,buy,1.57093,0.527496,0,0,0,0.166667,0.2,0,0.125,1,5
1,1,2,2,buy,1.89524,0.61981,0,0,0,0.166667,0.1,0,0.125,1,6
1,1,3,2,buy,2.06846,0.575841,0,0,0.3,0.166667,0.2,0,0.125,1,5
1,1,4,2,buy,1.31049,0.390167,0,0,0.1,0.166667,0.2,0,0.125,1,5
1,1,5,2,buy,1.63309,0.443976,0,0.166667,0,0.166667,0.1,0,0.125,1,5
1,1,6,2,buy,1.48649,0.488373,0,0,0,0.166667,0.1,0,0.125,1,7
1,1,7,2,buy,1.46189,0.488373,0,0,0,0.166667,0.1,0,0.125,1,6
1,1,0,3,deploy,1,0,0,0,0,0,0,0,0,1,7
1,1,1,3,deploy,1,0,0,0,0,0,0,0,0,1,5
1,1,2,3,deploy,1,0,0,0,0,0,0,0,0,1,6
1,1,3,3,deploy,1,0,0,0,0,0,0,0,0,1,5
1,1,4,3,deploy,1,0,0,0,0,0,0,0,0,1,5
1,1,5,3,deploy,1,0,0,0,0,0,0,0,0,1,5
1,1,6,3,deploy,1,0,0,0,0,0,0,0,0,1,7
1,1,7,3,deploy,1,0,0,0,0,0,0,0,0,1,6
1,1,0,3,buy,0.163127,-0.0792,0.333333,0,0,-0.333333,0.1,0,0,1,6
1,1,1,3,buy_xp,0.14498,0,0,0,0,0,0.4,0,0,1,1
1,1,2,3,buy_xp,0.149615,0,0,0,0,0,0.4,0,0,1,2
1,1,3,3,buy_xp,0.168735,0,0,0,0,0,0.4,0,0,1,1
1,1,4,3,buy,0.087595,0,0,0,0,0.166667,0.1,0,0.125,1,4
1,1,5,3,buy_xp,0.26362,0,0,0,0,0,0.4,0,0,1,1
1,1,6,3,buy,0.214588,-0.119261,0.333333,0,0,-0.333333,0.1,0,0,1,6
1,1,7,3,buy_xp,0.189265,0,0,0,0,0,0.4,0,0,1,2
1,1,0,4,buy,1.15083,0.333879,0,0,0.1,0.166667,0.1,0,0.125,1,5
1,1,1,4,buy,1.43394,0.37269,0,0.166667,0,0.166667,0.1,0,0.125,1,0
1,1,2,4,buy,1.06306,0.325532,0,0,0.1,0.166667,0.1,0,0.125,1,1
1,1,3,4,buy,1.60051,0.432876,0,0.208333,0,0.166667,0.1,0,0.125,1,0
1,1,4,4,buy_xp,1.16888,0.36,0,0,0,0,0.4,0,0,1,0
1,1,5,4,buy,1.11617,0.27,0,0.166667,0,0.166667,0.1,0,0.125,1,0
1,1,6,4,buy,1.26565,0.395154,0,0,0.1,0.166667,0.2,0,0.125,1,4
1,1,7,4,buy,1.1181,0.36628,0,0,0,0.166667,0.1,0,0.125,1,1
1,1,0,4,deploy,1,0,0,0,0,0,0,0,0,1,5
1,1,1,4,deploy,1,0,0,0,0,0,0,0,0,1,0
1,1,2,4,deploy,1,0,0,0,0,0,0,0,0,1,1
1,1,3,4,deploy,1,0,0,0,0,0,0,0,0,1,0
1,1,4,4,deploy,1,0,0,0,0,0,0,0,0,1,0
1,1,5,4,deploy,1,0,0,0,0,0,0,0,0,1,0
1,1,6,4,deploy,1,0,0,0,0,0,0,0,0,1,4
1,1,7,4,deploy,1,0,0,0,0,0,0,0,0,1,1
1,1,0,5,buy_xp,0.099455,0,0,0,0,0,0.4,0,0,1,1
1,1,1,5,ready,0,0,0,0,0,0,0,0,0,1,0
1,1,2,5,buy,0.019485,0,0,0,0,0.166667,0.1,0,0.125,1,0
1,1,3,5,ready,0,0,0,0,0,0,0,0,0,1,0
1,1,4,5,ready,0,0,0,0,0,0,0,0,0,1,0
1,1,5,5,ready,0,0,0,0,0,0,0,0,0,1,0
1,1,6,5,buy_xp,0.1611,0,0,0,0,0,0.4,0,0,1,0
1,1,7,5,buy,0.055775,0,0,0,0,0.166667,0.1,0,0.125,1,0
1,1,0,5,ready,0,0,0,0,0,0,0,0,0,1,1
1,1,2,5,ready,0,0,0,0,0,0,0,0,0,1,0
1,1,6,5,ready,0,0,0,0,0,0,0,0,0,1,0
1,1,7,5,ready,0,0,0,0,0,0,0,0,0,1,0
1,2,0,6,buy,1.94496,0.484497,0,0.333333,0,0.166667,0.1,0,0.125,1,7
1,2,1,6,buy,0.443006,0.137532,0,0,0,0.166667,0.3,0,0.125,1,4
1,2,2,6,buy,1.12348,0.150029,0.333333,0.166667,0,-0.333333,0.1,0,0,1,6
1,2,3,6,buy,0.183321,0.0368371,0,0,0,0.166667,0.2,0,0.125,1,5
1,2,4,6,buy,0.612782,0.0905525,0,0.166667,0,0.166667,0.2,0,0.125,1,5
1,2,5,6,buy,0.460682,0.165184,0,0,0,0.166667,0.2,0,0.125,1,5
1,2,6,6,buy,1.70002,0.365438,0,0.166667,0.3,0.166667,0.2,0,0.125,1,5
1,2,7,6,buy,0.655841,0.118217,0,0.166667,0,0.166667,0.1,0,0.125,1,6
1,2,0,6,deploy,1,0,0,0,0,0,0,0,0,1,7
1,2,1,6,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,4
1,2,2,6,deploy,1,0,0,0,0,0,0,0,0,1,6
1,2,3,6,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,2,4,6,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,2,5,6,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,2,6,6,deploy,1,0,0,0,0,0,0,0,0,1,5
1,2,7,6,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,6
1,2,0,6,buy,0.763519,0.292358,0,0,-0.1,0.166667,0.2,0,0.125,1,5
1,2,1,6,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,4
1,2,2,6,buy,0.648551,0.17968,0,0.0416667,0,0.166667,0.2,0,0.125,1,4
1,2,3,6,buy,0.122682,0.044449,0,-0.0416667,0,0.166667,0.3,0,0.125,1,2
1,2,4,6,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,2,5,6,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,2,6,6,buy,0.560503,0.117289,0,0.166667,-0.1,0.166667,0.1,0,0.125,1,4
1,2,7,6,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,6
1,2,0,7,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,2,1,7,buy,0.103399,0.0372546,0,0,0,0.166667,0.1,0,0.125,1,3
1,2,2,7,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,4
1,2,3,7,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,2
1,2,4,7,buy,0.0174404,0.0800651,0,-0.166667,-0.1,0.166667,0.1,0,0.125,1,4
1,2,5,7,buy,0.05015,0,0,0,0,0.166667,0.1,0,0.125,1,4
1,2,6,7,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,4
1,2,7,7,buy,0.312737,0.0985772,0,0,0,0.166667,0.1,0,0.125,1,5
1,2,0,7,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,2,1,7,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,3
1,2,2,7,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,4
1,2,3,7,buy,0.06413,0,0,0,0,0.166667,0.1,0,0.125,1,1
1,2,4,7,buy,0.127845,0,0,0,0,0.166667,0.1,0,0.125,1,3
1,2,5,7,buy,0.05951,0,0,0,0,0.166667,0.1,0,0.125,1,3
1,2,6,7,sampled_opponent_reposition,0.0833333,0,0,0,0.0833333,0,0,0,0,1,4
1,2,7,7,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,2,0,8,buy,0.0481,0,0,0,0,0.166667,0.1,0,0.125,1,4
1,2,1,8,buy,0.078185,0,0,0,0,0.166667,0.1,0,0.125,1,2
1,2,2,8,buy,0.07665,0,0,0,0,0.166667,0.1,0,0.125,1,3
1,2,3,8,buy,0.097395,0,0,0,0,0.166667,0.1,0,0.125,1,0
1,2,4,8,buy,0.0981,0,0,0,0,0.166667,0.2,0,0.125,1,1
1,2,5,8,sampled_opponent_reposition,0.0833333,0,0,0,0.0833333,0,0,0,0,1,3
1,2,6,8,ready,0,0,0,0,0,0,0,0,0,1,4
1,2,7,8,buy,1.22184,0.273309,0.333333,0,0,-0.333333,0.1,0,0,1,4
1,2,0,8,sampled_opponent_reposition,0.0833333,0,0,0,0.0833333,0,0,0,0,1,4
1,2,1,8,buy,0.08072,0,0,0,0,0.166667,0.1,0,0.125,1,1
1,2,2,8,ready,0,0,0,0,0,0,0,0,0,1,3
1,2,3,8,ready,0,0,0,0,0,0,0,0,0,1,0
1,2,4,8,sampled_opponent_reposition,0.0833333,0,0,0,0.0833333,0,0,0,0,1,1
1,2,5,8,ready,0,0,0,0,0,0,0,0,0,1,3
1,2,7,8,deploy,1,0,0,0,0,0,0,0,0,1,4
1,2,0,9,buy,0.047695,0,0,0,0,0.166667,0.2,0,0.125,1,2
1,2,1,9,ready,0,0,0,0,0,0,0,0,0,1,1
1,2,4,9,sampled_opponent_reposition,0.0833333,0,0,0,0.0833333,0,0,0,0,1,1
1,2,7,9,sampled_opponent_reposition,0.0833333,0,0,0,0.0833333,0,0,0,0,1,4
1,2,0,9,buy,0.02651,0,0,0,0,0.166667,0.1,0,0.125,1,1
1,2,4,9,ready,0,0,0,0,0,0,0,0,0,1,1
1,2,7,9,buy,0.018405,0,0,0,0,0.166667,0.1,0,0.125,1,3
1,2,0,10,ready,0,0,0,0,0,0,0,0,0,1,1
1,2,7,10,buy,0.02465,0,0,0,0,0.166667,0.2,0,0.125,1,1
1,2,7,10,ready,0,0,0,0,0,0,0,0,0,1,1
1,3,0,11,buy_xp,1.33136,0.410441,0,0,0,0,0.4,0,0,1,4
1,3,1,11,buy,1.34092,0.309047,0.333333,0,0,-0.333333,0.1,0,0,1,7
1,3,2,11,buy_xp,0.964303,0.299684,0,0,0,0,0.4,0.333333,0,1,6
1,3,3,11,buy_xp,1.53945,0.432876,0,0.0416667,0,0,0.4,0,0,1,3
1,3,4,11,buy_xp,1.03813,0.332216,0,0,0,0,0.4,0,0,1,4
1,3,5,11,buy_xp,1.11979,0.332982,0,0,0,0,0.4,0.333333,0,1,6
1,3,6,11,buy_xp,1.10048,0.296366,0,0,0.1,0,0.363636,0.333333,0,1,7
1,3,7,11,buy,1.33142,0.293024,0.333333,0,0,-0.333333,0.1,0,-0.125,1,7
1,3,0,11,deploy,1,0,0,0,0,0,0,0,0,1,4
1,3,1,11,deploy,1,0,0,0,0,0,0,0,0,1,7
1,3,2,11,deploy,1,0,0,0,0,0,0,0,0,1,6
1,3,3,11,deploy,1,0,0,0,0,0,0,0,0,1,3
1,3,4,11,deploy,1,0,0,0,0,0,0,0,0,1,4
1,3,5,11,deploy,1,0,0,0,0,0,0,0,0,1,6
1,3,6,11,deploy,1,0,0,0,0,0,0,0,0,1,7
1,3,7,11,buy_xp,1.31626,0.297,0,0.166667,0,0,0.4,0,0,1,3
1,3,0,11,buy,0.245294,0.00257125,0,0.166667,0,0.166667,0.1,0,0.125,1,3
1,3,1,11,buy_xp,1.58285,0.37269,0,0.166667,0,0,0.4,0,0,1,3
1,3,2,11,buy,0.135932,0.031009,0,0,0,0.166667,0.1,0,0.125,1,5
1,3,3,11,buy,1.27777,0.277041,0.333333,0,0,-0.333333,0.1,0,-0.125,1,2
1,3,4,11,buy,0.657674,0.020293,0,0.333333,0,0.166667,0.1,0,0.125,1,3
1,3,5,11,buy,0.437756,0.0482871,0,0.166667,0,0.166667,0.1,0,0.125,1,5
1,3,6,11,buy,0.27703,0.12069,0,0,-0.1,0.166667,0.1,0,0.125,1,6
1,3,7,11,deploy,1,0,0,0,0,0,0,0,0,1,3
1,3,0,12,buy,0.034385,0,0,0,0,0.166667,0.2,0,0.125,1,1
1,3,1,12,deploy,1,0,0,0,0,0,0,0,0,1,3
1,3,2,12,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,3,3,12,buy,0.153031,0.0676338,0,-0.0416667,0,0.166667,0.2,0,0.125,1,0
1,3,4,12,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,3
1,3,5,12,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,3,6,12,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,6
1,3,7,12,buy,0.212771,0.0547503,0,0,0,0.166667,0.2,0,0.125,1,1
1,3,0,12,sell_replaceable_bench,0.01288,0,0,0,0,-0.166667,-0.2,0,-0.125,1,3
1,3,1,12,buy,0.050465,0,0,0,0,0.166667,0.2,0,0.125,1,1
1,3,2,12,buy,0.0291,0,0,0,0,0.166667,0.1,0,0.125,1,4
1,3,3,12,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,0
1,3,4,12,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,3
1,3,5,12,buy,0.175953,0.0344545,0,0.0416667,0,0.166667,0.1,0,0.125,1,4
1,3,6,12,buy,0.069865,0,0,0,0,0.166667,0.1,0,0.125,1,5
1,3,7,12,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,1
1,3,0,13,ready,0,0,0,0,0,0,0,0,0,1,3
1,3,1,13,buy,0.0642657,0.00914525,0,0,0,0.166667,0.1,0,0.125,1,0
1,3,2,13,buy,0.04307,0,0,0,0,0.166667,0.2,0,0.125,1,2
1,3,3,13,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,0
1,3,4,13,buy,0.107495,0,0,0,0,0.166667,0.1,0,0.125,1,2
1,3,5,13,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,4
1,3,6,13,buy,0.048345,0,0,0,0,0.166667,0.2,0,0.125,1,3
1,3,7,13,ready,0,0,0,0,0,0,0,0,0,1,1
1,3,1,13,ready,0,0,0,0,0,0,0,0,0,1,0
1,3,2,13,buy,0.04103,0,0,0,0,0.166667,0.1,0,0.125,1,1
1,3,3,13,ready,0,0,0,0,0,0,0,0,0,1,0
1,3,4,13,buy,0.10389,0,0,0,0,0.166667,0.1,0,0.125,1,1
1,3,5,13,ready,0,0,0,0,0,0,0,0,0,1,4
1,3,6,13,buy,0.054145,0,0,0,0,0.166667,0.2,0,0.125,1,1
1,3,2,14,ready,0,0,0,0,0,0,0,0,0,1,1
1,3,4,14,buy,0.721997,0.102734,0.333333,-0.166667,0,-0.333333,0.1,0,-0.125,1,0
1,3,6,14,ready,0,0,0,0,0,0,0,0,0,1,1
1,3,4,14,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,0
1,3,4,15,sampled_opponent_reposition,0.0666667,0,0,0,0.0666667,0,0,0,0,1,0
1,3,4,15,ready,0,0,0,0,0,0,0,0,0,1,0
1,4,0,16,buy,0.329679,0.0435908,0,0.166667,0,0.166667,0.2,0.333333,0.125,1,8
1,4,1,16,buy,0.024495,0,0,0,0,0.166667,0.1,0,0.125,1,6
1,4,2,16,buy,0.890222,0.171947,0.333333,0.125,-0.3,-0.333333,0.1,0,-0.125,1,7
1,4,3,16,buy,0.09573,0,0,0,0,0.166667,0.1,0,0.125,1,6
1,4,4,16,buy,0.0993,0,0,0,0,0.166667,0.2,0,0.125,1,5
1,4,5,16,buy,0.0213191,0.0294647,0,0.166667,-0.3,0.166667,0.0909091,0,0.125,1,10
1,4,6,16,buy,0.150994,0.0417747,0,0,0,0.166667,0.3,0,0.125,1,5
1,4,7,16,buy,0.399409,0.119096,0,0.0416667,0,0.166667,0.2,0,0.125,1,6
1,4,0,16,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,8
1,4,1,16,ready,0,0,0,0,0,0,0,0,0,1,6
1,4,2,16,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,7
1,4,3,16,buy,0.0936549,0.131302,0,0,-0.3,0.166667,0.2,0,0.125,1,4
1,4,4,16,buy,0.111755,0,0,0,0,0.166667,0.1,0,0.125,1,4
1,4,5,16,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,10
1,4,6,16,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,5
1,4,7,16,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,6
1,4,0,16,sell_replaceable_bench,0.117873,0,0,0,0,-0.166667,-0.2,-0.333333,-0.125,1,10
1,4,2,16,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,7
1,4,3,16,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,4
1,4,4,16,buy,0.114629,0.012398,0,0,0,0.166667,0.1,0,0.125,1,3
1,4,5,16,ready,0,0,0,0,0,0,0,0,0,1,10
1,4,6,16,buy,0.062295,0,0,0,0,0.166667,0.2,0,0.125,1,3
1,4,7,16,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,6
1,4,0,17,ready,0,0,0,0,0,0,0,0,0,1,10
1,4,2,17,buy,0.340913,0.0129493,0,0,0.3,0.166667,0.3,0,0.125,1,4
1,4,3,17,buy,0.077435,0,0,0,0,0.166667,0.1,0,0.125,1,3
1,4,4,17,ready,0,0,0,0,0,0,0,0,0,1,3
1,4,6,17,buy,0.08139,0,0,0,0,0.166667,0.1,0,0.125,1,2
1,4,7,17,buy,0.03515,0,0,0,0,0.166667,0.2,0,0.125,1,4
1,4,2,17,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,4
1,4,3,17,buy,0.05231,0,0,0,0,0.166667,0.3,0,0.125,1,0
1,4,6,17,buy,0.091055,0,0,0,0,0.166667,0.1,0,0.125,1,1
1,4,7,17,sell_replaceable_bench,0.040575,0,0,0,0,-0.166667,-0.2,0,-0.125,1,6
1,4,2,18,buy,0.03717,0,0,0,0,0.166667,0.2,0,0.125,1,2
1,4,3,18,ready,0,0,0,0,0,0,0,0,0,1,0
1,4,6,18,sampled_opponent_reposition,0.146667,0,0,0,0.146667,0,0,0,0,1,1
1,4,7,18,ready,0,0,0,0,0,0,0,0,0,1,6
1,4,2,18,buy,0.030995,0,0,0,0,0.166667,0.2,0,0.125,1,0
1,4,6,18,sampled_opponent_reposition,0.0666667,0,0,0,0.0666667,0,0,0,0,1,1
1,4,2,19,sell_replaceable_bench,0.046115,0,0,0,0,-0.166667,-0.2,0,-0.125,1,2
1,4,6,19,sell_replaceable_bench,0.018245,0,0,0,0,-0.166667,-0.2,0,-0.125,1,3
1,4,2,19,sampled_opponent_reposition,0.0666667,0,0,0,0.0666667,0,0,0,0,1,2
1,4,6,19,sampled_opponent_reposition,0.0666667,0,0,0,0.0666667,0,0,0,0,1,3
1,4,2,20,sell_replaceable_bench,0.011395,0,0,0,0,-0.166667,-0.1,0,-0.125,1,3
1,4,6,20,ready,0,0,0,0,0,0,0,0,0,1,3
1,4,2,20,sell_replaceable_bench,0.0414,0,0,0,0,-0.166667,-0.2,0,-0.125,1,5
1,4,2,21,sampled_opponent_reposition,0.0666667,0,0,0,0.0666667,0,0,0,0,1,5
1,4,2,21,sampled_opponent_reposition,0.0666667,0,0,0,0.0666667,0,0,0,0,1,5
1,4,2,22,sampled_opponent_reposition,0.0666667,0,0,0,0.0666667,0,0,0,0,1,5
1,4,2,22,ready,0,0,0,0,0,0,0,0,0,1,5
1,5,0,23,buy,0.03207,0,0,0,0,0.166667,0.125,0,0.125,1,14
1,5,1,23,ready,0,0,0,0,0,0,0,0,0,1,11
1,5,2,23,buy,0.128062,0.116842,0,-0.166667,0,0.166667,0.0909091,0,0.125,1,10
1,5,3,23,buy,0.0781,0,0,0,0,0.166667,0.2,0,0.125,1,4
1,5,4,23,ready,0,0,0,0,0,0,0,0,0,1,8
1,5,5,23,buy,0.716088,0.178654,0.333333,-0.166667,0,-0.333333,0.0625,0,-0.125,1,15
1,5,6,23,buy,0.193635,0.0502551,0,0,0,0.166667,0.1,0,0.125,1,8
1,5,7,23,buy,0.0309483,0,0,0,0,0.166667,0.0833333,0,0.125,1,11
1,5,0,23,buy,0.050005,0,0,0,0,0.166667,0.0714286,0,0.125,1,13
1,5,2,23,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,10
1,5,3,23,sell_replaceable_bench,0.025365,0,0,0,0,-0.166667,-0.3,0,-0.125,1,7
1,5,5,23,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,15
1,5,6,23,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,8
1,5,7,23,buy,0.0260368,0,0,0,0,0.166667,0.0909091,0,0.125,1,10
1,5,0,23,bounded_reroll,0.01,0,0,0,0,0,0,0,0,1,11
1,5,2,23,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,10
1,5,3,23,buy,0.05546,0,0,0,0,0.166667,0.1,0,0.125,1,6
1,5,5,23,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,15
1,5,6,23,sell_replaceable_bench,0.104013,0,0,0,0,-0.166667,-0.2,-0.333333,-0.125,1,10
1,5,7,23,buy,0.645285,0.0993272,0.333333,0,0,-0.333333,0.1,0.333333,-0.125,1,9
1,5,0,24,buy,0.719332,0.227413,0.333333,-0.291667,0,-0.333333,0.0909091,0,-0.125,1,10
1,5,2,24,sell_replaceable_bench,0.01305,0,0,0,0,-0.166667,-0.1,0,-0.125,1,11
1,5,3,24,sell_replaceable_bench,0.01776,0,0,0,0,-0.166667,-0.3,0,-0.125,1,9
1,5,5,24,buy,0.0493356,0.0334746,0,-0.0416667,0,0.166667,0.133333,0,0.125,1,13
1,5,6,24,sell_replaceable_bench,0.011795,0,0,0,0,-0.166667,-0.2,0,-0.125,1,12
1,5,7,24,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,9
1,5,0,24,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,10
1,5,2,24,buy,0.0192761,0.0348453,0,0.166667,-0.3,0.166667,0.181818,0.333333,0.125,1,9
1,5,3,24,buy,0.052305,0,0,0,0,0.166667,0.2,0,0.125,1,7
1,5,5,24,buy,0.0204442,0,0,0,0,0.166667,0.153846,0,0.125,1,11
1,5,6,24,buy,0.0721767,0,0,0,0,0.166667,0.166667,0,0.125,1,10
1,5,7,24,sell_replaceable_bench,0.0889333,0,0,0,0,-0.166667,-0.1,-0.333333,-0.125,1,10
1,5,0,25,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,10
1,5,2,25,buy,0.044825,0,0,0,0,0.166667,0.2,0,0.125,1,7
1,5,3,25,ready,0,0,0,0,0,0,0,0,0,1,7
1,5,5,25,sell_replaceable_bench,0.028295,0,0,0,0,-0.166667,-0.181818,0,-0.125,1,13
1,5,6,25,ready,0,0,0,0,0,0,0,0,0,1,10
1,5,7,25,ready,0,0,0,0,0,0,0,0,0,1,10
1,5,0,25,buy,0.245538,0.0369319,0,0.125,0,0.166667,0.2,0.333333,0.125,1,8
1,5,2,25,sell_replaceable_bench,0.03232,0,0,0,0,-0.166667,-0.2,0,-0.125,1,9
1,5,5,25,bounded_reroll,0.01,0,0,0,0,0,0,0,0,1,11
1,5,0,26,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,8
1,5,2,26,sell_replaceable_bench,0.0750283,0,0,0,0,-0.166667,-0.1,-0.333333,-0.125,1,10
1,5,5,26,buy,0.04063,0,0,0,0,0.166667,0.0909091,0,0.125,1,10
1,5,0,26,sell_replaceable_bench,0.130493,0,0,0,0,-0.166667,-0.2,-0.333333,-0.125,1,10
1,5,2,26,sampled_opponent_reposition,0.0666667,0,0,0,0.0666667,0,0,0,0,1,10
1,5,5,26,sell_replaceable_bench,0.033035,0,0,0,0,-0.166667,-0.1,0,-0.125,1,11
1,5,0,27,ready,0,0,0,0,0,0,0,0,0,1,10
1,5,2,27,ready,0,0,0,0,0,0,0,0,0,1,10
1,5,5,27,sell_replaceable_bench,0.029465,0,0,0,0,-0.166667,-0.0909091,0,-0.125,1,12
1,5,5,27,buy,0.0194133,0,0,0,0,0.166667,0.166667,0,0.125,1,10
1,5,5,28,ready,0,0,0,0,0,0,0,0,0,1,10
1,6,0,29,buy,0.0732456,0,0,0,0,0.166667,0.0555556,0,0.125,1,17
1,6,1,29,buy,0.321149,0.080756,0,0.0416667,0,0.166667,0.105263,0,0.125,1,17
1,6,2,29,buy,0.0734006,0,0,0,0,0.166667,0.0555556,0,0.125,1,17
1,6,3,29,ready,0,0,0,0,0,0,0,0,0,1,14
1,6,4,29,buy,1.6962,0.228812,0.333333,0.166667,0,-0.333333,0.0666667,0,-0.125,1,14
1,6,5,29,buy,0.0765161,0,0,0,0,0.166667,0.0555556,0,0.125,1,17
1,6,6,29,buy,0.337936,0.10329,0,0,0,0.166667,0.111111,0,0.125,1,16
1,6,7,29,buy,0.0860956,0,0,0,0,0.166667,0.0555556,0,0.125,1,17
1,6,0,29,buy,0.941931,0.139846,0.333333,0.0416667,0,-0.333333,0.0588235,0,-0.125,1,16
1,6,1,29,replace_deployment,0.2,0,0,0,0,0,0,0,0,1,17
1,6,2,29,buy,0.0657985,0,0,0,0,0.166667,0.117647,0,0.125,1,15
1,6,4,29,buy,0.519528,0.052026,0,0.166667,0,0.166667,0.142857,0,0.125,1,12
